"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"18","ALEXEY.MARCHENKO","2014-2015","Regular","D","DET",13,200.65,1,0,1,1,2,1,0.3,0,0.3,0.3,0.6,0.3,19,5.68,5.26,11,3.29,9.09,7,2.09,14.29,0.26,0.08,2.35,0,0,9,20,4,4,10,0,0,NA,1,0,-1,1,0,51.97
"19","ALEX.GALCHENYUK","2014-2015","Regular","C","MTL",80,1310.93,20,15,11,26,46,35,0.92,0.69,0.5,1.19,2.11,1.6,300,13.73,6.67,229,10.48,8.73,163,7.46,12.27,18.99,0.87,8.29,73,3.34,91,124,28,24,44,82,92,47.13,17,19,2,16,9,22.6
"20","ALEX.GOLIGOSKI","2014-2015","Regular","D","DAL",81,1922.21,4,17,15,32,36,21,0.12,0.53,0.47,1,1.12,0.66,282,8.8,1.42,187,5.84,2.14,122,3.81,3.28,7.33,0.23,3.92,16,0.5,100,122,83,30,157,0,0,NA,12,13,1,9,7,45.5
"21","ALEX.KILLORN","2014-2015","Regular","C","T.B",71,1199.56,15,13,10,23,38,28,0.75,0.65,0.5,1.15,1.9,1.4,225,11.25,6.67,180,9,8.33,130,6.5,11.54,13.99,0.7,7.77,43,2.15,60,117,39,29,21,35,45,43.75,19,19,0,11,10,27.06
"22","ALEX.OVECHKIN","2014-2015","Regular","L","WSH",81,1640.98,53,21,7,28,81,74,1.94,0.77,0.26,1.02,2.96,2.71,825,30.16,6.42,597,21.83,8.88,395,14.44,13.42,37.88,1.38,6.34,111,4.06,259,108,58,45,32,2,3,40,27,28,1,24,41,33.21
"23","ALEX.PETROVIC","2014-2015","Regular","D","FLA",33,533.56,0,0,3,3,3,0,0,0,0.34,0.34,0.34,0,60,6.75,0,37,4.16,0,29,3.26,0,1.08,0.12,2.91,3,0.34,76,62,12,4,34,0,0,NA,9,5,-4,0,1,48.79
"24","ALEX.PIETRANGELO","2014-2015","Regular","D","STL",81,2051.14,7,16,23,39,46,23,0.2,0.47,0.67,1.14,1.35,0.67,365,10.68,1.92,284,8.31,2.46,195,5.7,3.59,11.52,0.34,4.06,21,0.61,70,186,38,33,161,0,0,NA,12,13,1,7,10,42.75
"25","ALEX.SEMIN","2014-2015","Regular","L","CAR",57,905.79,6,7,6,13,19,13,0.4,0.46,0.4,0.86,1.26,0.86,207,13.71,2.9,137,9.07,4.38,93,6.16,6.45,9.26,0.61,6.76,32,2.12,30,70,34,48,17,3,6,33.33,14,16,2,9,12,32.57
"26","ALEX.STEEN","2014-2015","Regular","C","STL",74,1476.04,24,29,11,40,64,53,0.98,1.18,0.45,1.63,2.6,2.15,415,16.87,5.78,305,12.4,7.87,223,9.06,10.76,20.87,0.85,6.84,70,2.85,32,108,32,39,37,218,215,50.35,13,22,9,19,16,33.41
"27","ALEX.TANGUAY","2014-2015","Regular","L","COL",80,1448.28,22,19,14,33,55,41,0.91,0.79,0.58,1.37,2.28,1.7,169,7,13.02,132,5.47,16.67,104,4.31,21.15,12.05,0.5,9.13,53,2.2,45,63,33,34,39,12,16,42.86,19,6,-13,9,6,26.68
"28","ALEX.WENNBERG","2014-2015","Regular","C","CBJ",68,1059.3,4,9,7,16,20,13,0.23,0.51,0.4,0.91,1.13,0.74,144,8.16,2.78,107,6.06,3.74,85,4.81,4.71,8.18,0.46,7.64,36,2.04,58,68,11,25,45,288,386,42.73,11,18,7,6,2,28.07
"29","ANDERS.LEE","2014-2015","Regular","C","NYI",76,1089.49,25,9,7,16,41,34,1.38,0.5,0.39,0.88,2.26,1.87,303,16.69,8.25,262,14.43,9.54,197,10.85,12.69,26.95,1.48,10.29,110,6.06,169,141,23,23,29,1,0,100,14,8,-6,14,16,19.97
"30","ANDRE.BENOIT","2014-2015","Regular","D","BUF",59,1066.21,1,3,5,8,9,4,0.06,0.17,0.28,0.45,0.51,0.23,106,5.97,0.94,69,3.88,1.45,45,2.53,2.22,2.16,0.12,3.13,4,0.23,38,66,20,10,98,0,0,NA,11,4,-7,0,0,44.52
"31","ANDRE.BURAKOVSKY","2014-2015","Regular","L","WSH",53,683.65,9,6,7,13,22,15,0.79,0.53,0.61,1.14,1.93,1.32,142,12.46,6.34,101,8.86,8.91,65,5.7,13.85,6.75,0.59,6.69,25,2.19,22,85,17,18,18,74,93,44.31,5,7,2,1,9,27.15
"32","ANDREI.MARKOV","2014-2015","Regular","D","MTL",81,2002.09,10,24,16,40,50,34,0.3,0.72,0.48,1.2,1.5,1.02,327,9.8,3.06,211,6.32,4.74,135,4.05,7.41,8.52,0.26,4.04,16,0.48,53,64,79,46,173,0,0,NA,14,7,-7,10,17,44.65
"33","ANDREJ.MESZAROS","2014-2015","Regular","D","BUF",60,1070.45,7,3,4,7,14,10,0.39,0.17,0.22,0.39,0.78,0.56,139,7.79,5.04,92,5.16,7.61,67,3.76,10.45,3.45,0.19,3.75,6,0.34,67,50,18,8,94,0,0,NA,18,2,-16,1,6,46.77
"34","ANDREJ.NESTRASIL","2014-2015","Regular","C","CAR/DET",54,720.43,7,9,4,13,20,16,0.58,0.75,0.33,1.08,1.67,1.33,148,12.33,4.73,129,10.74,5.43,82,6.83,8.54,10.33,0.86,8.01,37,3.08,54,82,13,31,17,55,39,58.51,5,5,0,13,5,25.64
"35","ANDREJ.SEKERA","2014-2015","Regular","D","CAR/L.A",73,1601.21,3,7,13,20,23,10,0.11,0.26,0.49,0.75,0.86,0.37,269,10.08,1.12,154,5.77,1.95,100,3.75,3,4.6,0.17,2.99,7,0.26,59,168,56,43,118,0,0,NA,7,6,-1,6,5,49.39
"36","ANDREJ.SUSTR","2014-2015","Regular","D","T.B",72,1271.85,0,5,8,13,13,5,0,0.24,0.38,0.61,0.61,0.24,132,6.23,0,78,3.68,0,55,2.59,0,2.69,0.13,3.45,5,0.24,39,108,28,17,84,0,0,NA,17,4,-13,2,6,41.33
"37","ANDREW.CAMPBELL","2014-2015","Regular","D","ARI",33,578.32,0,0,1,1,1,0,0,0,0.1,0.1,0.1,0,62,6.43,0,44,4.56,0,28,2.9,0,1.47,0.15,3.35,2,0.21,67,78,6,2,58,0,0,NA,5,1,-4,1,1,40.66
"38","ANDREW.COGLIANO","2014-2015","Regular","C","ANA",82,1196.48,15,12,2,14,29,27,0.75,0.6,0.1,0.7,1.45,1.35,245,12.29,6.12,193,9.68,7.77,134,6.72,11.19,13.79,0.69,7.14,51,2.56,139,74,33,30,30,16,33,32.65,NA,18,NA,14,18,28.61
"39","ANDREW.DESJARDINS","2014-2015","Regular","C","CHI/S.J",69,741.22,5,0,5,5,10,5,0.4,0,0.4,0.4,0.81,0.4,101,8.18,4.95,71,5.75,7.04,59,4.78,8.47,4.69,0.38,6.61,15,1.21,128,90,18,14,35,158,154,50.64,16,7,-9,2,5,25.54
"40","ANDREW.EBBETT","2014-2015","Regular","C","PIT",24,216.18,1,3,2,5,6,4,0.28,0.83,0.56,1.39,1.67,1.11,37,10.27,2.7,26,7.22,3.85,21,5.83,4.76,1.26,0.35,4.85,4,1.11,10,38,3,6,12,39,47,45.35,2,0,-2,0,0,27.16
"41","ANDREW.FERENCE","2014-2015","Regular","D","EDM",70,1316.07,3,0,11,11,14,3,0.14,0,0.5,0.5,0.64,0.14,165,7.52,1.82,105,4.79,2.86,58,2.64,5.17,2.45,0.11,2.34,3,0.14,156,112,38,12,86,0,2,0,18,10,-8,3,4,52.67
"42","ANDREW.LADD","2014-2015","Regular","L","WPG",81,1616.6,24,24,14,38,62,48,0.89,0.89,0.52,1.41,2.3,1.78,382,14.18,6.28,306,11.36,7.84,224,8.31,10.71,27.04,1,8.84,107,3.97,212,88,50,26,38,7,13,35,31,5,-26,23,30,30.16
"43","ANDREW.MACDONALD","2014-2015","Regular","D","PHI",58,1159.39,2,4,6,10,12,6,0.1,0.21,0.31,0.52,0.62,0.31,152,7.87,1.32,98,5.07,2.04,62,3.21,3.23,3.11,0.16,3.18,4,0.21,35,117,25,12,86,0,0,NA,19,6,-13,4,4,49.45
"44","ANDREW.MACWILLIAM","2014-2015","Regular","D","TOR",12,183.92,0,0,2,2,2,0,0,0,0.65,0.65,0.65,0,13,4.24,0,7,2.28,0,5,1.63,0,0.19,0.06,2.66,0,0,35,16,4,2,20,0,1,0,6,3,-3,0,0,46.98
"45","ANDREW.MILLER","2014-2015","Regular","L","EDM",9,123.75,1,3,2,5,6,4,0.48,1.45,0.97,2.42,2.91,1.94,22,10.67,4.55,20,9.7,5,14,6.79,7.14,1.35,0.66,6.76,6,2.91,7,9,6,3,6,1,1,50,2,1,-1,0,1,27.03
"46","ANDREW.SHAW","2014-2015","Regular","C","CHI",79,1176.71,15,4,7,11,26,19,0.76,0.2,0.36,0.56,1.33,0.97,230,11.73,6.52,187,9.54,8.02,146,7.44,10.27,20.59,1.05,11.01,91,4.64,127,176,16,17,33,357,355,50.14,26,20,-6,17,6,20.14
"47","ANDY.ANDREOFF","2014-2015","Regular","C","L.A",18,154.17,2,0,1,1,3,2,0.78,0,0.39,0.39,1.17,0.78,28,10.9,7.14,24,9.34,8.33,14,5.45,14.29,1.53,0.59,6.36,7,2.72,33,18,4,7,0,32,29,52.46,6,1,-5,0,1,30.73
"48","ANDY.GREENE","2014-2015","Regular","D","N.J",82,1920.88,3,7,12,19,22,10,0.09,0.22,0.37,0.59,0.69,0.31,216,6.75,1.39,140,4.37,2.14,83,2.59,3.61,4.56,0.14,3.26,3,0.09,82,131,39,21,172,0,0,NA,10,9,-1,3,8,42.05
"49","ANTHONY.BITETTO","2014-2015","Regular","D","NSH",7,82.45,0,0,0,0,0,0,0,0,0,0,0,0,7,5.09,0,4,2.91,0,2,1.46,0,0.14,0.1,3.43,0,0,9,8,3,1,3,1,0,100,1,2,1,0,0,45.22
"50","ANTHONY.DUCLAIR","2014-2015","Regular","L","NYR",18,218.46,1,4,2,6,7,5,0.27,1.1,0.55,1.65,1.92,1.37,36,9.89,2.78,26,7.14,3.85,18,4.94,5.56,2.95,0.81,11.33,15,4.12,6,32,6,5,5,0,0,NA,2,4,2,0,3,19.69
"51","ANTHONY.PELUSO","2014-2015","Regular","R","WPG",49,288.04,1,1,0,1,2,2,0.21,0.21,0,0.21,0.42,0.42,42,8.75,2.38,32,6.67,3.12,23,4.79,4.35,3.22,0.67,10.08,13,2.71,100,41,11,4,5,0,1,0,17,3,-14,2,6,23.62
"52","ANTOINE.ROUSSEL","2014-2015","Regular","L","DAL",80,1160.1,13,6,6,12,25,19,0.67,0.31,0.31,0.62,1.29,0.98,206,10.65,6.31,169,8.74,7.69,113,5.84,11.5,15.23,0.79,9.01,70,3.62,115,111,38,31,71,3,14,17.65,38,27,-11,12,8,23.38
"53","ANTOINE.VERMETTE","2014-2015","Regular","C","ARI/CHI",82,1461.69,13,15,10,25,38,28,0.53,0.62,0.41,1.03,1.56,1.15,188,7.72,6.91,148,6.08,8.78,109,4.47,11.93,12.86,0.53,8.69,50,2.05,80,106,36,30,50,872,705,55.29,17,7,-10,16,10,28.74
"54","ANTON.LANDER","2014-2015","Regular","C","EDM",38,567.37,6,6,8,14,20,12,0.63,0.63,0.85,1.48,2.12,1.27,88,9.31,6.82,75,7.93,8,61,6.45,9.84,8.15,0.86,10.87,34,3.6,59,31,18,8,12,226,225,50.11,6,2,-4,6,6,23.39
"55","ANTON.STRALMAN","2014-2015","Regular","D","T.B",82,1789.63,9,15,15,30,39,24,0.3,0.5,0.5,1.01,1.31,0.8,274,9.19,3.28,182,6.1,4.95,138,4.63,6.52,6.98,0.23,3.83,14,0.47,104,109,40,23,77,0,0,NA,13,11,-2,5,9,44.63
"56","ANTON.VOLCHENKOV","2014-2015","Regular","D","NSH",46,606.07,0,1,6,7,7,1,0,0.1,0.59,0.69,0.69,0.1,79,7.82,0,51,5.05,0,35,3.46,0,1.36,0.13,2.67,2,0.2,93,102,13,3,48,0,0,NA,7,2,-5,2,1,50.45
"57","ANZE.KOPITAR","2014-2015","Regular","C","L.A",79,1528.32,16,30,18,48,64,46,0.63,1.18,0.71,1.88,2.51,1.81,254,9.97,6.3,191,7.5,8.38,134,5.26,11.94,14.14,0.56,7.4,49,1.92,105,111,48,29,46,752,678,52.59,5,18,13,7,17,28.82
"58","ARTEM.ANISIMOV","2014-2015","Regular","C","CBJ",52,850.62,7,15,5,20,27,22,0.49,1.06,0.35,1.41,1.9,1.55,175,12.34,4,136,9.59,5.15,88,6.21,7.95,11.14,0.79,8.19,46,3.24,33,72,21,24,26,102,127,44.54,4,6,2,10,5,25.56
"59","BARCLAY.GOODROW","2014-2015","Regular","C","S.J",60,661.42,4,7,1,8,12,11,0.36,0.63,0.09,0.73,1.09,1,131,11.88,3.05,94,8.53,4.26,68,6.17,5.88,5.95,0.54,6.33,21,1.9,76,87,24,27,24,12,11,52.17,11,8,-3,4,14,28.91
"60","BARRET.JACKMAN","2014-2015","Regular","D","STL",80,1342.37,2,6,7,13,15,8,0.09,0.27,0.31,0.58,0.67,0.36,159,7.11,1.26,113,5.05,1.77,86,3.84,2.33,2.98,0.13,2.63,3,0.13,108,119,30,17,126,0,0,NA,16,11,-5,2,6,49.85
"61","BEAU.BENNETT","2014-2015","Regular","R","PIT",49,611.26,4,6,2,8,12,10,0.39,0.59,0.2,0.79,1.18,0.98,145,14.23,2.76,110,10.8,3.64,81,7.95,4.94,6.61,0.65,6.01,17,1.67,68,99,17,9,13,0,2,0,7,2,-5,8,5,30.93
"62","BEN.CHIAROT","2014-2015","Regular","D","WPG",40,679.39,2,4,2,6,8,6,0.18,0.35,0.18,0.53,0.71,0.53,88,7.77,2.27,54,4.77,3.7,37,3.27,5.41,1.64,0.14,3.03,2,0.18,70,90,25,8,51,0,0,NA,8,4,-4,2,3,54.64
"63","BEN.LOVEJOY","2014-2015","Regular","D","ANA/PIT",60,1164.49,2,4,8,12,14,6,0.1,0.21,0.41,0.62,0.72,0.31,175,9.02,1.14,125,6.44,1.6,86,4.43,2.33,3.89,0.2,3.11,8,0.41,170,138,22,15,105,0,0,NA,11,4,-7,2,9,47.63
"64","BENOIT.POULIOT","2014-2015","Regular","L","EDM",58,961.61,19,11,4,15,34,30,1.19,0.69,0.25,0.94,2.12,1.87,174,10.86,10.92,156,9.73,12.18,105,6.55,18.1,13.24,0.83,8.48,49,3.06,71,39,36,40,31,13,21,38.24,14,13,-1,8,11,26.32
"65","BEN.SMITH","2014-2015","Regular","R","CHI/S.J",80,1043.43,7,5,2,7,14,12,0.4,0.29,0.12,0.4,0.81,0.69,161,9.26,4.35,129,7.42,5.43,92,5.29,7.61,10.62,0.61,8.23,39,2.24,72,112,16,22,75,310,284,52.19,1,8,7,6,5,23.11
"66","B.J..CROMBEEN","2014-2015","Regular","R","ARI",58,469.7,3,1,2,3,6,4,0.38,0.13,0.26,0.38,0.77,0.51,83,10.6,3.61,59,7.54,5.08,43,5.49,6.98,3.78,0.48,6.41,13,1.66,68,63,5,7,12,1,0,100,26,10,-16,3,2,28.34
"67","BLAKE.COMEAU","2014-2015","Regular","L","PIT",61,931.67,16,10,5,15,31,26,1.03,0.64,0.32,0.97,2,1.67,269,17.32,5.95,192,12.36,8.33,147,9.47,10.88,12.93,0.83,6.74,42,2.7,188,85,19,16,11,7,2,77.78,25,9,-16,13,5,29.39
"68","BLAKE.WHEELER","2014-2015","Regular","R","WPG",79,1546.68,26,24,11,35,61,50,1.01,0.93,0.43,1.36,2.37,1.94,416,16.14,6.25,345,13.38,7.54,244,9.47,10.66,25.74,1,7.46,99,3.84,128,122,35,35,54,22,26,45.83,26,17,-9,23,21,27.92
"69","BOBBY.FARNHAM","2014-2015","Regular","R","PIT",11,78.92,0,0,0,0,0,0,0,0,0,0,0,0,14,10.64,0,10,7.6,0,6,4.56,0,0.71,0.54,7.1,3,2.28,26,14,1,0,2,0,0,NA,6,8,2,2,0,33.23
"70","BOBBY.RYAN","2014-2015","Regular","R","OTT",78,1358.8,18,18,18,36,54,36,0.79,0.79,0.79,1.59,2.38,1.59,368,16.25,4.89,283,12.5,6.36,221,9.76,8.14,19.19,0.85,6.78,63,2.78,110,106,41,59,33,4,7,36.36,14,17,3,11,16,28.75
"71","BO.HORVAT","2014-2015","Regular","C","VAN",68,833.79,13,7,5,12,25,20,0.94,0.5,0.36,0.86,1.8,1.44,142,10.22,9.15,120,8.64,10.83,93,6.69,13.98,12.02,0.86,10.02,52,3.74,70,46,10,13,47,436,412,51.42,8,7,-1,7,7,18.67
"72","BOONE.JENNER","2014-2015","Regular","C","CBJ",31,564.91,9,6,2,8,17,15,0.96,0.64,0.21,0.85,1.81,1.59,137,14.55,6.57,108,11.47,8.33,83,8.82,10.84,9.33,0.99,8.64,39,4.14,102,42,17,18,25,151,155,49.35,5,10,5,6,6,24.48
"73","BORNA.RENDULIC","2014-2015","Regular","C","COL",11,103.41,1,1,0,1,2,2,0.58,0.58,0,0.58,1.16,1.16,11,6.38,9.09,7,4.06,14.29,6,3.48,16.67,0.75,0.44,10.75,3,1.74,22,9,1,5,3,0,0,NA,3,0,-3,0,1,31.4
"74","BOYD.GORDON","2014-2015","Regular","C","EDM",68,905.93,6,3,4,7,13,9,0.4,0.2,0.26,0.46,0.86,0.6,114,7.55,5.26,94,6.23,6.38,65,4.3,9.23,6.7,0.44,7.13,26,1.72,31,80,19,21,80,681,537,55.91,7,8,1,7,6,27.01
"75","BRAD.BOYES","2014-2015","Regular","R","FLA",78,1219.21,14,18,6,24,38,32,0.69,0.89,0.3,1.18,1.87,1.57,261,12.84,5.36,213,10.48,6.57,151,7.43,9.27,15.75,0.78,7.39,53,2.61,60,82,31,41,38,97,76,56.07,9,4,-5,14,15,28.68
"76","BRAD.HUNT","2014-2015","Regular","D","EDM",11,213.66,1,2,0,2,3,3,0.28,0.56,0,0.56,0.84,0.84,49,13.76,2.04,33,9.27,3.03,20,5.62,5,1.06,0.3,3.21,2,0.56,8,17,6,6,10,0,0,NA,0,0,0,1,2,52.58
"77","BRAD.MALONE","2014-2015","Regular","C","CAR",65,659.43,7,5,3,8,15,12,0.64,0.45,0.27,0.73,1.36,1.09,NA,NA,NA,99,9.01,7.07,65,5.91,10.77,6.75,0.61,6.82,27,2.46,162,105,19,16,NA,30,19,61.22,22,13,-9,5,7,31.86
"78","BRAD.MARCHAND","2014-2015","Regular","C","BOS",77,1300.68,24,14,4,18,42,38,1.11,0.65,0.18,0.83,1.94,1.75,312,14.39,7.69,245,11.3,9.8,180,8.3,13.33,15.57,0.72,6.35,44,2.03,72,124,45,52,28,13,20,39.39,38,21,-17,9,17,29.82
"79","BRAD.RICHARDS","2014-2015","Regular","C","CHI",76,1129.69,12,15,10,25,37,27,0.64,0.8,0.53,1.33,1.97,1.43,322,17.1,3.73,252,13.38,4.76,199,10.57,6.03,13.06,0.69,5.18,38,2.02,32,42,31,22,27,399,426,48.36,7,5,-2,5,15,34.02
"80","BRAD.RICHARDSON","2014-2015","Regular","R","VAN",45,651.59,8,6,7,13,21,14,0.74,0.55,0.64,1.2,1.93,1.29,111,10.22,7.21,83,7.64,9.64,66,6.08,12.12,6.77,0.62,8.16,26,2.39,58,49,6,12,20,276,302,47.75,14,6,-8,5,6,22.78
"81","BRAD.STUART","2014-2015","Regular","D","COL",65,1319.25,3,4,6,10,13,7,0.14,0.18,0.27,0.45,0.59,0.32,128,5.82,2.34,94,4.28,3.19,64,2.91,4.69,3.06,0.14,3.26,5,0.23,177,102,22,15,134,1,0,100,8,7,-1,2,1,48.13
"82","BRANDON.BOLLIG","2014-2015","Regular","L","CGY",62,533.13,1,1,3,4,5,2,0.11,0.11,0.34,0.45,0.56,0.23,112,12.6,0.89,87,9.79,1.15,67,7.54,1.49,3.67,0.41,4.21,10,1.13,137,55,16,15,23,3,2,60,21,9,-12,2,6,35.13
"83","BRANDON.DAVIDSON","2014-2015","Regular","D","EDM",12,181.55,1,0,0,0,1,1,0.33,0,0,0,0.33,0.33,20,6.61,5,14,4.63,7.14,7,2.31,14.29,0.51,0.17,3.61,1,0.33,18,22,4,0,22,0,0,NA,0,1,1,0,0,47.46
"84","BRANDON.DUBINSKY","2014-2015","Regular","C","CBJ",47,847.92,13,11,12,23,36,24,0.92,0.78,0.85,1.63,2.55,1.7,170,12.03,7.65,129,9.13,10.08,100,7.08,13,10.05,0.71,7.79,37,2.62,152,37,19,19,11,436,423,50.76,16,13,-3,6,7,26.5
"85","BRANDON.GORMLEY","2014-2015","Regular","D","ARI",27,411.99,2,1,1,2,4,3,0.29,0.15,0.15,0.29,0.58,0.44,74,10.78,2.7,47,6.84,4.26,39,5.68,5.13,1.37,0.2,2.91,2,0.29,26,40,7,6,32,0,0,NA,5,4,-1,2,2,52.05
"86","BRANDON.KOZUN","2014-2015","Regular","R","TOR",20,158.84,2,1,1,2,4,3,0.76,0.38,0.38,0.76,1.51,1.13,16,6.04,12.5,8,3.02,25,8,3.02,25,0.54,0.2,6.7,1,0.38,21,30,4,7,4,1,1,50,3,2,-1,2,0,29.51
"87","BRANDON.MANNING","2014-2015","Regular","D","PHI",11,187.88,0,2,1,3,3,2,0,0.64,0.32,0.96,0.96,0.64,24,7.66,0,16,5.11,0,10,3.19,0,0.37,0.12,2.34,0,0,19,20,6,0,13,0,0,NA,2,0,-2,0,0,49.46
"88","BRANDON.MCMILLAN","2014-2015","Regular","C","ARI/VAN",58,605.83,1,0,3,3,4,1,0.1,0,0.3,0.3,0.4,0.1,102,10.1,0.98,75,7.43,1.33,51,5.05,1.96,7.32,0.73,9.76,27,2.67,91,105,2,15,23,10,13,43.48,8,10,2,11,7,25.53
"89","BRANDON.PIRRI","2014-2015","Regular","C","FLA",49,723.99,22,1,1,2,24,23,1.82,0.08,0.08,0.17,1.99,1.91,243,20.14,9.05,199,16.49,11.06,143,11.85,15.38,12.25,1.02,6.15,36,2.98,39,48,12,18,13,86,89,49.14,7,11,4,5,12,34.1
