"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"666","STEVE.BERNIER","2012-2013","Regular","R","N.J",47,645.61,8,5,2,7,15,13,0.74,0.46,0.19,0.65,1.39,1.21,127,11.8,6.3,114,10.59,7.02,88,8.18,9.09,11.64,1.08,10.21,49,4.55,64,81,13,11,15,5,5,50,NA,12,NA,8,9,21.02
"667","STEVE.EMINGER","2012-2013","Regular","D","NYR",35,455.71,0,1,2,3,3,1,0,0.13,0.26,0.39,0.39,0.13,45,5.92,0,29,3.82,0,22,2.9,0,0.83,0.11,2.87,1,0.13,53,72,7,4,41,0,0,NA,NA,5,NA,0,3,49.58
"668","STEVEN.PINIZZOTTO","2012-2013","Regular","R","VAN",12,119.91,0,0,0,0,0,0,0,0,0,0,0,0,14,7.01,0,12,6,0,9,4.5,0,0.68,0.34,5.64,2,1,29,12,1,0,4,0,0,NA,5,2,-3,0,1,21.66
"669","STEVEN.STAMKOS","2012-2013","Regular","C","T.B",48,1053.95,29,17,11,28,57,46,1.65,0.97,0.63,1.59,3.24,2.62,287,16.34,10.1,225,12.81,12.89,157,8.94,18.47,17.12,0.97,7.61,57,3.24,63,70,31,24,17,406,413,49.57,15,15,0,10,6,25.57
"670","STEVE.OLEKSY","2012-2013","Regular","D","WSH",28,483.46,1,2,6,8,9,3,0.12,0.25,0.74,0.99,1.12,0.37,70,8.69,1.43,38,4.72,2.63,25,3.1,4,0.91,0.11,2.39,0,0,58,63,14,5,52,0,0,NA,12,3,-9,1,2,49.03
"671","STEVE.OTT","2012-2013","Regular","C","BUF",48,890.43,9,9,6,15,24,18,0.61,0.61,0.4,1.01,1.62,1.21,126,8.49,7.14,97,6.54,9.28,73,4.92,12.33,8.03,0.54,8.28,32,2.16,187,60,24,10,21,298,237,55.7,28,11,-17,5,7,29.5
"672","STEVE.SULLIVAN","2012-2013","Regular","L","ARI/N.J",42,608.63,7,4,6,10,17,11,0.69,0.39,0.59,0.99,1.68,1.08,109,10.75,6.42,76,7.49,9.21,61,6.01,11.48,6.72,0.66,8.85,23,2.27,12,38,15,15,3,3,3,50,11,5,-6,6,6,22.93
"673","STU.BICKEL","2012-2013","Regular","D","NYR",16,88.21,0,0,0,0,0,0,0,0,0,0,0,0,6,4.08,0,3,2.04,0,2,1.36,0,0.26,0.17,8.55,1,0.68,13,10,6,1,6,0,0,NA,10,2,-8,0,0,24
"674","SVEN.BAERTSCHI","2012-2013","Regular","L","CGY",20,266.83,3,4,3,7,10,7,0.67,0.9,0.67,1.57,2.25,1.57,44,9.89,6.82,36,8.1,8.33,28,6.3,10.71,3.41,0.77,9.46,14,3.15,12,28,5,12,5,1,0,100,4,5,1,4,3,20.16
"675","TANNER.GLASS","2012-2013","Regular","L","PIT",48,483.52,1,0,1,1,2,1,0.12,0,0.12,0.12,0.25,0.12,55,6.82,1.82,43,5.34,2.33,38,4.72,2.63,2.64,0.33,6.14,8,0.99,125,56,2,1,21,22,29,43.14,17,9,-8,1,1,30.75
"676","TAYLOR.BECK","2012-2013","Regular","L","NSH",16,257.48,3,2,2,4,7,5,0.7,0.47,0.47,0.93,1.63,1.17,64,14.91,4.69,49,11.42,6.12,39,9.09,7.69,3.02,0.7,6.17,7,1.63,13,23,5,3,11,6,3,66.67,2,2,0,1,3,30.42
"677","TAYLOR.HALL","2012-2013","Regular","L","EDM",45,837,16,25,9,34,50,41,1.15,1.79,0.65,2.44,3.58,2.94,258,18.49,6.2,203,14.55,7.88,154,11.04,10.39,15.38,1.1,7.58,61,4.37,24,93,29,31,20,29,24,54.72,10,12,2,12,12,26.96
"678","TAYLOR.PYATT","2012-2013","Regular","L","NYR",48,628.66,6,4,1,5,11,10,0.57,0.38,0.1,0.48,1.05,0.95,93,8.88,6.45,80,7.64,7.5,56,5.34,10.71,6.63,0.63,8.29,25,2.39,85,89,10,11,28,4,6,40,3,2,-1,5,4,22.71
"679","TEDDY.PURCELL","2012-2013","Regular","R","T.B",48,799.26,11,20,5,25,36,31,0.83,1.5,0.38,1.88,2.7,2.33,158,11.86,6.96,122,9.16,9.02,94,7.06,11.7,7.29,0.55,5.97,23,1.73,11,36,25,20,7,2,4,33.33,7,4,-3,3,13,33.04
"680","TEEMU.HARTIKAINEN","2012-2013","Regular","C","EDM",23,242.15,1,1,1,2,3,2,0.25,0.25,0.25,0.5,0.74,0.5,48,11.89,2.08,39,9.66,2.56,21,5.2,4.76,3.73,0.92,9.56,14,3.47,22,38,2,6,3,1,3,25,4,2,-2,6,4,26.33
"681","TEEMU.SELANNE","2012-2013","Regular","R","ANA",46,721.69,12,10,2,12,24,22,1,0.83,0.17,1,2,1.83,167,13.88,7.19,131,10.89,9.16,96,7.98,12.5,10.37,0.86,7.92,43,3.57,8,35,31,23,10,85,83,50.6,4,6,2,5,10,24.31
"682","THEO.PECKHAM","2012-2013","Regular","D","EDM",4,70.51,0,0,0,0,0,0,0,0,0,0,0,0,8,6.81,0,5,4.25,0,2,1.7,0,0.11,0.1,2.24,0,0,14,7,2,1,5,0,0,NA,2,0,-2,0,0,54.06
"683","THOMAS.HICKEY","2012-2013","Regular","D","NYI",39,656.83,1,1,2,3,4,2,0.09,0.09,0.18,0.27,0.37,0.18,95,8.68,1.05,55,5.02,1.82,40,3.65,2.5,2.12,0.19,3.85,4,0.37,27,76,17,13,47,0,0,NA,4,3,-1,1,3,41.08
"684","THOMAS.VANEK","2012-2013","Regular","L","BUF",38,694.32,20,14,7,21,41,34,1.73,1.21,0.6,1.81,3.54,2.94,200,17.28,10,158,13.65,12.66,119,10.28,16.81,15.91,1.37,10.07,70,6.05,13,14,30,34,4,8,4,66.67,9,6,-3,12,10,26.59
"685","TIM.BRENT","2012-2013","Regular","C","CAR",30,293.18,0,0,3,3,3,0,0,0,0.61,0.61,0.61,0,44,9,0,33,6.75,0,23,4.71,0,1.85,0.38,5.61,6,1.23,31,23,3,3,15,124,116,51.67,4,4,0,2,2,32.95
"686","TIM.ERIXON","2012-2013","Regular","D","CBJ",31,485.44,0,3,2,5,5,3,0,0.37,0.25,0.62,0.62,0.37,61,7.54,0,34,4.2,0,21,2.6,0,1.06,0.13,3.11,2,0.25,20,35,11,0,35,0,0,NA,7,4,-3,1,1,47.68
"687","TIM.GLEASON","2012-2013","Regular","D","CAR",42,818.12,0,3,6,9,9,3,0,0.22,0.44,0.66,0.66,0.22,100,7.33,0,57,4.18,0,36,2.64,0,1.54,0.11,2.7,2,0.15,90,39,11,10,64,0,0,NA,8,12,4,3,7,52.17
"688","TIM.JACKMAN","2012-2013","Regular","R","CGY",42,318.76,1,4,0,4,5,5,0.19,0.75,0,0.75,0.94,0.94,72,13.55,1.39,58,10.92,1.72,42,7.91,2.38,4.82,0.91,8.31,20,3.76,98,41,7,6,17,11,13,45.83,15,10,-5,3,3,25.29
"689","TIM.KENNEDY","2012-2013","Regular","L","S.J",13,176.67,2,0,0,0,2,2,0.68,0,0,0,0.68,0.68,38,12.91,5.26,30,10.19,6.67,24,8.15,8.33,2.49,0.85,8.3,9,3.06,22,15,6,9,4,3,7,30,1,2,1,0,2,22.58
"690","TIM.WALLACE","2012-2013","Regular","R","CAR",28,280.83,1,1,0,1,2,2,0.21,0.21,0,0.21,0.43,0.43,35,7.48,2.86,30,6.41,3.33,20,4.27,5,2.46,0.53,8.2,9,1.92,69,37,3,4,4,9,21,30,2,7,5,2,4,25.51
"691","TJ.BRENNAN","2012-2013","Regular","D","BUF/FLA",29,483.1,3,4,3,7,10,7,0.37,0.5,0.37,0.87,1.24,0.87,107,13.29,2.8,74,9.19,4.05,42,5.22,7.14,2.97,0.37,4.01,5,0.62,31,49,8,12,32,0,0,NA,4,8,4,3,5,45.89
"692","TJ.BRODIE","2012-2013","Regular","D","CGY",47,949.68,2,5,7,12,14,7,0.13,0.32,0.44,0.76,0.88,0.44,107,6.76,1.87,69,4.36,2.9,44,2.78,4.55,2.79,0.18,4.05,9,0.57,24,70,36,25,74,0,0,NA,4,6,2,1,4,46.01
"693","TJ.GALIARDI","2012-2013","Regular","L","S.J",36,500,5,6,3,9,14,11,0.6,0.72,0.36,1.08,1.68,1.32,120,14.4,4.17,96,11.52,5.21,68,8.16,7.35,7.23,0.87,7.53,26,3.12,36,66,14,18,15,5,14,26.32,7,4,-3,7,9,27.44
"694","T.J..OSHIE","2012-2013","Regular","C","STL",30,572.77,7,7,6,13,20,14,0.73,0.73,0.63,1.36,2.1,1.47,130,13.62,5.38,96,10.06,7.29,65,6.81,10.77,6.76,0.71,7.05,24,2.51,33,45,12,18,24,5,8,38.46,6,6,0,5,10,27.56
"695","TOBIAS.ENSTROM","2012-2013","Regular","D","WPG",22,493.06,4,3,8,11,15,7,0.49,0.37,0.97,1.34,1.83,0.85,50,6.08,8,35,4.26,11.43,21,2.56,19.05,1.72,0.21,4.93,3,0.37,9,44,8,2,38,0,0,NA,4,3,-1,1,2,46.38
"696","TODD.BERTUZZI","2012-2013","Regular","R","DET",7,108.62,2,0,1,1,3,2,1.1,0,0.55,0.55,1.66,1.1,17,9.39,11.76,13,7.18,15.38,10,5.52,20,0.64,0.35,4.92,3,1.66,6,5,4,0,1,0,0,NA,1,0,-1,0,0,29.06
"697","TOMAS.FLEISCHMANN","2012-2013","Regular","R","FLA",48,895.88,12,15,8,23,35,27,0.8,1,0.54,1.54,2.34,1.81,208,13.93,5.77,159,10.65,7.55,121,8.1,9.92,9.53,0.64,5.99,27,1.81,29,58,26,27,10,10,10,50,8,6,-2,5,11,32.73
"698","TOMAS.KABERLE","2012-2013","Regular","D","MTL",10,135.46,0,1,2,3,3,1,0,0.44,0.89,1.33,1.33,0.44,23,10.19,0,16,7.09,0,11,4.87,0,0.5,0.22,3.11,0,0,2,9,1,1,11,0,0,NA,0,0,0,0,2,48.79
"699","TOMAS.KOPECKY","2012-2013","Regular","R","FLA",47,829.62,15,7,5,12,27,22,1.08,0.51,0.36,0.87,1.95,1.59,166,12.01,9.04,126,9.11,11.9,93,6.73,16.13,8.42,0.61,6.69,26,1.88,23,78,11,24,25,42,44,48.84,9,10,1,12,7,31.27
"700","TOMAS.KUNDRATEK","2012-2013","Regular","D","WSH",25,402.52,1,3,3,6,7,4,0.15,0.45,0.45,0.89,1.04,0.6,63,9.39,1.59,35,5.22,2.86,23,3.43,4.35,1.93,0.29,5.51,5,0.75,21,53,10,5,23,0,0,NA,4,5,1,3,4,42.36
"701","TOMAS.PLEKANEC","2012-2013","Regular","C","MTL",47,902.01,14,10,9,19,33,24,0.93,0.67,0.6,1.26,2.2,1.6,236,15.7,5.93,176,11.71,7.95,133,8.85,10.53,11.64,0.77,6.61,39,2.59,25,37,22,15,17,485,475,50.52,11,7,-4,13,14,28.24
"702","TOMAS.TATAR","2012-2013","Regular","C","DET",18,204.31,4,2,1,3,7,6,1.17,0.59,0.29,0.88,2.06,1.76,57,16.74,7.02,43,12.63,9.3,32,9.4,12.5,2.98,0.88,6.94,9,2.64,9,17,2,5,5,1,0,100,2,5,3,3,2,30.85
"703","TOMAS.VINCOUR","2012-2013","Regular","C","COL/DAL",17,150.58,2,0,2,2,4,2,0.8,0,0.8,0.8,1.59,0.8,26,10.36,7.69,16,6.38,12.5,12,4.78,16.67,0.94,0.37,5.84,5,1.99,24,22,7,4,2,0,5,0,2,1,-1,0,1,35.15
"704","TOM.GILBERT","2012-2013","Regular","D","MIN",43,828.49,3,4,6,10,13,7,0.22,0.29,0.43,0.72,0.94,0.51,103,7.46,2.91,64,4.63,4.69,36,2.61,8.33,2.4,0.17,3.74,5,0.36,24,77,15,9,57,0,0,NA,9,6,-3,3,0,46.67
"705","TOM.KOSTOPOULOS","2012-2013","Regular","R","N.J",15,136.39,1,0,0,0,1,1,0.44,0,0,0,0.44,0.44,22,9.68,4.55,18,7.92,5.56,13,5.72,7.69,1.31,0.58,7.26,4,1.76,23,16,1,2,3,3,2,60,6,6,0,1,1,30.4
"706","TOMMY.WINGELS","2012-2013","Regular","C","S.J",42,597.53,5,5,3,8,13,10,0.5,0.5,0.3,0.8,1.31,1,105,10.54,4.76,83,8.33,6.02,69,6.93,7.25,6,0.6,7.23,23,2.31,115,57,12,18,32,4,12,25,9,10,1,3,8,25.32
"707","TOM.POTI","2012-2013","Regular","D","WSH",16,243.18,0,2,0,2,2,2,0,0.49,0,0.49,0.49,0.49,24,5.92,0,13,3.21,0,8,1.97,0,0.59,0.14,4.51,1,0.25,5,15,5,2,15,0,0,NA,2,3,1,1,2,50.14
"708","TOM.PYATT","2012-2013","Regular","C","T.B",43,583.35,8,6,2,8,16,14,0.82,0.62,0.21,0.82,1.65,1.44,100,10.29,8,81,8.33,9.88,60,6.17,13.33,6.29,0.65,7.77,26,2.67,22,86,5,16,36,145,145,50,6,12,6,4,3,22.84
"709","TOM.SESTITO","2012-2013","Regular","L","PHI/VAN",30,192.9,3,0,0,0,3,3,0.93,0,0,0,0.93,0.93,25,7.78,12,18,5.6,16.67,14,4.35,21.43,2.68,0.83,14.91,12,3.73,39,20,3,5,2,1,1,50,10,4,-6,3,1,15.89
"710","TOM.WANDELL","2012-2013","Regular","C","DAL",18,151.98,1,0,0,0,1,1,0.39,0,0,0,0.39,0.39,36,14.21,2.78,21,8.29,4.76,14,5.53,7.14,1.3,0.51,6.18,2,0.79,15,16,6,8,9,46,65,41.44,3,4,1,0,2,25.28
"711","TONI.LYDMAN","2012-2013","Regular","D","ANA",35,677.16,0,3,3,6,6,3,0,0.27,0.27,0.53,0.53,0.27,61,5.4,0,41,3.63,0,28,2.48,0,1.69,0.15,4.12,3,0.27,83,42,19,6,76,0,0,NA,6,0,-6,2,1,43.28
"712","TORREY.MITCHELL","2012-2013","Regular","C","MIN",45,472.4,4,3,1,4,8,7,0.51,0.38,0.13,0.51,1.02,0.89,73,9.27,5.48,61,7.75,6.56,39,4.95,10.26,4.56,0.58,7.48,17,2.16,47,29,8,14,22,21,21,50,9,11,2,7,5,26.38
"713","TRAVIS.HAMONIC","2012-2013","Regular","D","NYI",48,1086.67,3,2,5,7,10,5,0.17,0.11,0.28,0.39,0.55,0.28,189,10.44,1.59,125,6.9,2.4,83,4.58,3.61,3.68,0.2,2.94,2,0.11,59,66,46,34,109,0,0,NA,13,9,-4,4,5,45.99
"714","TRAVIS.MOEN","2012-2013","Regular","L","MTL",45,524.54,2,2,2,4,6,4,0.23,0.23,0.23,0.46,0.69,0.46,66,7.55,3.03,54,6.18,3.7,32,3.66,6.25,3.44,0.39,6.38,14,1.6,82,58,11,2,22,4,6,40,10,10,0,1,8,27.75
"715","TRAVIS.ZAJAC","2012-2013","Regular","C","N.J",48,935.07,7,7,6,13,20,14,0.45,0.45,0.38,0.83,1.28,0.9,146,9.37,4.79,119,7.64,5.88,82,5.26,8.54,9.58,0.61,8.05,39,2.5,33,54,15,29,10,506,375,57.43,11,11,0,7,4,24.37
"716","TREVOR.DALEY","2012-2013","Regular","D","DAL",44,938.76,4,3,6,9,13,7,0.26,0.19,0.38,0.58,0.83,0.45,147,9.4,2.72,94,6.01,4.26,58,3.71,6.9,3.52,0.22,3.74,8,0.51,27,40,20,10,69,0,0,NA,7,5,-2,1,4,43.22
"717","TREVOR.LEWIS","2012-2013","Regular","C","L.A",48,728.86,5,6,3,9,14,11,0.41,0.49,0.25,0.74,1.15,0.91,146,12.02,3.42,130,10.7,3.85,92,7.57,5.43,9.26,0.76,7.13,32,2.63,83,116,9,11,31,31,32,49.21,7,9,2,8,3,25.14
"718","TROY.BROUWER","2012-2013","Regular","R","WSH",47,869.91,19,11,3,14,33,30,1.31,0.76,0.21,0.97,2.28,2.07,187,12.9,10.16,154,10.62,12.34,111,7.66,17.12,13.54,0.93,8.79,53,3.66,108,56,22,24,23,111,121,47.84,10,5,-5,5,11,27.16
"719","TUOMO.RUUTU","2012-2013","Regular","C","CAR",17,259.04,4,3,2,5,9,7,0.93,0.69,0.46,1.16,2.08,1.62,59,13.67,6.78,40,9.26,10,30,6.95,13.33,3.32,0.77,8.29,14,3.24,51,50,8,12,7,1,7,12.5,4,1,-3,2,3,23.97
"720","TYE.MCGINN","2012-2013","Regular","L","PHI",18,228.18,3,0,2,2,5,3,0.79,0,0.53,0.53,1.31,0.79,51,13.41,5.88,41,10.78,7.32,33,8.68,9.09,3.33,0.88,8.13,12,3.16,19,23,2,6,1,0,0,NA,6,4,-2,5,5,28.76
"721","TYLER.BOZAK","2012-2013","Regular","C","TOR",46,933.93,12,8,8,16,28,20,0.77,0.51,0.51,1.03,1.8,1.28,115,7.39,10.43,85,5.46,14.12,61,3.92,19.67,7.73,0.5,9.09,27,1.73,65,51,37,37,23,559,504,52.59,3,8,5,4,15,23.17
"722","TYLER.ENNIS","2012-2013","Regular","C","BUF",47,837.69,10,9,12,21,31,19,0.72,0.64,0.86,1.5,2.22,1.36,180,12.89,5.56,142,10.17,7.04,108,7.74,9.26,13.87,0.99,9.77,51,3.65,28,62,20,16,25,158,219,41.91,8,10,2,12,12,20.13
"723","TYLER.JOHNSON","2012-2013","Regular","C","T.B",14,183.05,3,2,1,3,6,5,0.98,0.66,0.33,0.98,1.97,1.64,28,9.18,10.71,20,6.56,15,11,3.61,27.27,1.45,0.47,7.24,6,1.97,18,8,4,2,4,72,49,59.5,1,3,2,0,2,26.59
"724","TYLER.KENNEDY","2012-2013","Regular","C","PIT",46,572.82,6,1,4,5,11,7,0.63,0.1,0.42,0.52,1.15,0.73,169,17.7,3.55,122,12.78,4.92,100,10.47,6,6.82,0.71,5.59,23,2.41,41,77,9,9,9,13,16,44.83,8,8,0,5,5,29.62
"725","TYLER.MYERS","2012-2013","Regular","D","BUF",39,827.09,3,3,2,5,8,6,0.22,0.22,0.15,0.36,0.58,0.44,102,7.4,2.94,67,4.86,4.48,48,3.48,6.25,2.78,0.2,4.15,5,0.36,58,57,30,11,56,0,0,NA,16,5,-11,2,4,44.23
"726","TYLER.SEGUIN","2012-2013","Regular","C","BOS",48,812.79,16,8,8,16,32,24,1.18,0.59,0.59,1.18,2.36,1.77,289,21.33,5.54,226,16.68,7.08,161,11.88,9.94,13.97,1.03,6.18,38,2.81,25,38,30,18,6,22,23,48.89,9,8,-1,6,7,30.13
"727","TYLER.TOFFOLI","2012-2013","Regular","C","L.A",10,119.81,2,1,2,3,5,3,1,0.5,1,1.5,2.5,1.5,38,19.03,5.26,29,14.52,6.9,20,10.02,10,2.13,1.06,7.33,8,4.01,4,17,2,3,1,0,0,NA,1,0,-1,2,3,33.1
"728","TYSON.BARRIE","2012-2013","Regular","D","COL",32,686.2,2,5,6,11,13,7,0.17,0.44,0.52,0.96,1.14,0.61,143,12.5,1.4,95,8.31,2.11,58,5.07,3.45,3.62,0.32,3.81,5,0.44,31,39,15,13,24,0,0,NA,4,6,2,3,5,43.29
"729","TYSON.STRACHAN","2012-2013","Regular","D","FLA",38,720.15,0,2,2,4,4,2,0,0.17,0.17,0.33,0.33,0.17,95,7.92,0,61,5.08,0,42,3.5,0,2.21,0.18,3.63,3,0.25,110,94,8,11,62,0,0,NA,9,9,0,3,2,45.04
"730","VALTTERI.FILPPULA","2012-2013","Regular","C","DET",41,728.93,9,6,2,8,17,15,0.74,0.49,0.16,0.66,1.4,1.23,140,11.52,6.43,114,9.38,7.89,78,6.42,11.54,8.7,0.72,7.63,33,2.72,16,47,19,18,12,179,144,55.42,4,10,6,3,9,26.44
"731","VERNON.FIDDLER","2012-2013","Regular","L","DAL",46,591.2,4,10,3,13,17,14,0.41,1.01,0.3,1.32,1.73,1.42,103,10.45,3.88,79,8.02,5.06,56,5.68,7.14,5.3,0.54,6.71,16,1.62,34,59,8,18,28,319,300,51.53,17,11,-6,4,10,29.11
"732","VICTOR.BARTLEY","2012-2013","Regular","D","NSH",24,468.94,0,4,3,7,7,4,0,0.51,0.38,0.9,0.9,0.51,52,6.65,0,34,4.35,0,19,2.43,0,1.52,0.2,4.48,4,0.51,35,41,15,11,28,0,0,NA,3,2,-1,1,2,40.83
"733","VICTOR.HEDMAN","2012-2013","Regular","D","T.B",44,993.42,4,8,8,16,20,12,0.24,0.48,0.48,0.97,1.21,0.72,156,9.42,2.56,111,6.7,3.6,76,4.59,5.26,3.48,0.21,3.14,5,0.3,56,67,42,17,84,0,0,NA,15,7,-8,2,5,45.72
"734","VIKTOR.STALBERG","2012-2013","Regular","L","CHI",47,662.42,9,11,3,14,23,20,0.82,1,0.27,1.27,2.08,1.81,189,17.12,4.76,153,13.86,5.88,113,10.24,7.96,11.1,1,7.25,45,4.08,43,56,11,22,14,0,1,0,11,8,-3,4,5,25.83
"735","VILLE.LEINO","2012-2013","Regular","L","BUF",8,126.37,2,1,3,4,6,3,0.95,0.47,1.42,1.9,2.85,1.42,16,7.6,12.5,12,5.7,16.67,11,5.22,18.18,1.3,0.62,10.86,5,2.37,5,16,2,1,2,4,6,40,3,0,-3,2,1,13.58
"736","VINCENT.LECAVALIER","2012-2013","Regular","C","T.B",39,695.73,10,15,7,22,32,25,0.86,1.29,0.6,1.9,2.76,2.16,136,11.73,7.35,115,9.92,8.7,86,7.42,11.63,9.61,0.83,8.36,35,3.02,74,34,7,12,13,404,338,54.45,10,9,-1,6,6,26.32
"737","VINNY.PROSPAL","2012-2013","Regular","L","CBJ",48,792.77,12,5,13,18,30,17,0.91,0.38,0.98,1.36,2.27,1.29,153,11.58,7.84,111,8.4,10.81,85,6.43,14.12,9.46,0.72,8.52,34,2.57,37,72,11,25,18,4,5,44.44,11,3,-8,7,6,22.81
"738","VLADIMIR.SOBOTKA","2012-2013","Regular","C","STL",48,740.33,8,7,4,11,19,15,0.65,0.57,0.32,0.89,1.54,1.22,117,9.48,6.84,91,7.38,8.79,69,5.59,11.59,5.33,0.43,5.86,14,1.13,98,67,4,15,16,286,220,56.52,14,12,-2,1,3,26.43
"739","VLADIMIR.TARASENKO","2012-2013","Regular","R","STL",38,509.59,8,9,2,11,19,17,0.94,1.06,0.24,1.3,2.24,2,135,15.9,5.93,109,12.83,7.34,75,8.83,10.67,8.44,0.99,7.74,35,4.12,28,36,6,14,7,1,0,100,4,10,6,5,6,26.21
"740","WADE.REDDEN","2012-2013","Regular","D","BOS/STL",29,436.48,3,2,2,4,7,5,0.41,0.27,0.27,0.55,0.96,0.69,68,9.35,4.41,46,6.32,6.52,28,3.85,10.71,1.32,0.18,2.88,1,0.14,16,40,5,7,30,0,0,NA,4,1,-3,1,1,46.75
"741","WAYNE.SIMMONDS","2012-2013","Regular","R","PHI",45,700.72,15,8,9,17,32,23,1.28,0.69,0.77,1.46,2.74,1.97,172,14.73,8.72,141,12.07,10.64,110,9.42,13.64,14.78,1.27,10.48,63,5.39,72,50,19,10,16,2,1,66.67,22,14,-8,16,11,22.01
"742","WOJTEK.WOLSKI","2012-2013","Regular","L","WSH",27,359.83,4,4,1,5,9,8,0.67,0.67,0.17,0.83,1.5,1.33,80,13.34,5,68,11.34,5.88,49,8.17,8.16,5.57,0.93,8.2,23,3.84,5,21,13,12,9,1,4,20,3,0,-3,3,4,26.45
"743","YANNICK.WEBER","2012-2013","Regular","D","MTL",6,82.49,0,1,1,2,2,1,0,0.73,0.73,1.45,1.45,0.73,16,11.64,0,5,3.64,0,3,2.18,0,0.25,0.18,5.05,1,0.73,3,10,2,1,4,0,0,NA,2,2,0,3,1,42.86
"744","ZAC.DALPE","2012-2013","Regular","C","CAR",10,123.01,1,1,1,2,3,2,0.49,0.49,0.49,0.98,1.46,0.98,37,18.05,2.7,29,14.15,3.45,18,8.78,5.56,2.08,1.01,7.17,8,3.9,14,11,0,4,4,1,2,33.33,1,1,0,2,4,29.8
"745","ZACH.BOGOSIAN","2012-2013","Regular","D","WPG",33,760.13,5,2,7,9,14,7,0.39,0.16,0.55,0.71,1.11,0.55,172,13.58,2.91,123,9.71,4.07,85,6.71,5.88,3.89,0.31,3.17,4,0.32,79,38,28,12,50,0,0,NA,7,1,-6,0,7,49.77
"746","ZACH.BOYCHUK","2012-2013","Regular","L","CAR/NSH/PIT",13,160.11,1,1,0,1,2,2,0.37,0.37,0,0.37,0.75,0.75,28,10.49,3.57,23,8.62,4.35,14,5.25,7.14,1.83,0.69,7.98,6,2.25,10,10,3,2,2,0,0,NA,3,3,0,1,1,25.43
"747","ZACH.PARISE","2012-2013","Regular","L","MIN",48,987.8,18,14,6,20,38,32,1.09,0.85,0.36,1.21,2.31,1.94,263,15.97,6.84,229,13.91,7.86,182,11.05,9.89,22.95,1.39,10.02,88,5.35,59,85,16,24,41,3,6,33.33,7,14,7,23,10,21.53
"748","ZACH.REDMOND","2012-2013","Regular","D","WPG",8,156.67,1,2,1,3,4,3,0.38,0.77,0.38,1.15,1.53,1.15,28,10.72,3.57,19,7.28,5.26,13,4.98,7.69,0.63,0.24,3.32,1,0.38,12,7,5,1,8,0,0,NA,6,0,-6,0,0,46.92
"749","ZACK.KASSIAN","2012-2013","Regular","R","VAN",39,525.66,7,2,2,4,11,9,0.8,0.23,0.23,0.46,1.26,1.03,NA,NA,NA,75,8.56,9.33,49,5.59,14.29,6.19,0.71,8.25,24,2.74,70,32,20,10,4,6,8,42.86,11,10,-1,3,3,25.89
"750","ZACK.SMITH","2012-2013","Regular","C","OTT",48,726.9,4,5,6,11,15,9,0.33,0.41,0.5,0.91,1.24,0.74,169,13.95,2.37,134,11.06,2.99,94,7.76,4.26,10.01,0.83,7.47,35,2.89,97,82,21,22,22,379,352,51.85,18,8,-10,7,6,27.62
"751","ZAC.RINALDO","2012-2013","Regular","C","PHI",32,267.8,3,2,0,2,5,5,0.67,0.45,0,0.45,1.12,1.12,25,5.6,12,23,5.15,13.04,15,3.36,20,1.51,0.34,6.57,3,0.67,143,63,2,4,12,1,1,50,20,16,-4,2,1,24.75
"752","ZBYNEK.MICHALEK","2012-2013","Regular","D","ARI",34,723.5,0,1,1,2,2,1,0,0.08,0.08,0.17,0.17,0.08,92,7.63,0,63,5.22,0,42,3.48,0,1.39,0.12,2.2,0,0,42,95,12,6,87,0,0,NA,7,4,-3,1,2,49.99
"753","ZDENO.CHARA","2012-2013","Regular","D","BOS",48,1190.45,7,10,2,12,19,17,0.35,0.5,0.1,0.6,0.96,0.86,248,12.5,2.82,173,8.72,4.05,119,6,5.88,5.42,0.27,3.13,5,0.25,101,64,34,12,64,0,1,0,27,6,-21,4,5,48.25
"754","ZENON.KONOPKA","2012-2013","Regular","C","MIN",37,312.21,0,0,0,0,0,0,0,0,0,0,0,0,29,5.57,0,23,4.42,0,18,3.46,0,1.74,0.33,7.56,8,1.54,23,29,8,5,9,161,105,60.53,21,7,-14,0,2,29.88
