"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"24","ALEX.PICARD","2008-2009","Regular","D/L","CBJ/OTT",62,987.52,6,3,6,9,15,9,0.36,0.18,0.36,0.55,0.91,0.55,165,10.03,3.64,113,6.87,5.31,82,4.98,7.32,5.07,0.31,4.49,9,0.55,77,87,39,12,55,0,0,NA,9,10,1,8,4,44.25
"25","ALEX.PIETRANGELO","2008-2009","Regular","D","STL",8,132.09,0,0,1,1,1,0,0,0,0.45,0.45,0.45,0,19,8.63,0,11,5,0,7,3.18,0,0.4,0.18,3.62,1,0.45,3,15,3,6,2,0,0,NA,1,0,-1,1,0,51.56
"26","ALEX.SEMIN","2008-2009","Regular","L","WSH",62,1183.59,34,32,13,45,79,66,1.72,1.62,0.66,2.28,4,3.35,435,22.05,7.82,327,16.58,10.4,223,11.3,15.25,22.97,1.16,7.02,82,4.16,22,72,66,73,10,12,12,50,33,26,-7,10,22,31.81
"27","ALEX.STEEN","2008-2009","Regular","C","STL/TOR",80,1307.64,8,13,7,20,28,21,0.37,0.6,0.32,0.92,1.28,0.96,258,11.84,3.1,204,9.36,3.92,146,6.7,5.48,11.51,0.53,5.64,32,1.47,38,115,16,31,54,102,127,44.54,14,14,0,7,8,30.64
"28","ALEX.TANGUAY","2008-2009","Regular","L","MTL",50,798.52,16,16,9,25,41,32,1.2,1.2,0.68,1.88,3.08,2.4,142,10.67,11.27,115,8.64,13.91,76,5.71,21.05,11.58,0.87,10.07,55,4.13,47,78,24,31,13,3,6,33.33,17,21,4,9,7,24.29
"29","ANDREAS.LILJA","2008-2009","Regular","D","DET",59,1001.55,2,6,5,11,13,8,0.12,0.36,0.3,0.66,0.78,0.48,117,7.01,1.71,83,4.97,2.41,58,3.47,3.45,1.71,0.1,2.06,0,0,93,90,29,8,90,0,1,0,19,8,-11,0,3,56.24
"30","ANDREAS.NODL","2008-2009","Regular","R","PHI",38,423.07,1,3,0,3,4,4,0.14,0.43,0,0.43,0.57,0.57,62,8.79,1.61,47,6.67,2.13,33,4.68,3.03,2.41,0.34,5.13,6,0.85,40,35,20,10,14,0,0,NA,1,5,4,2,2,31.93
"31","ANDRE.DEVEAUX","2008-2009","Regular","C","TOR",21,152.23,0,1,0,1,1,1,0,0.39,0,0.39,0.39,0.39,23,9.07,0,18,7.09,0,15,5.91,0,1.23,0.49,6.86,5,1.97,44,26,3,2,10,2,5,28.57,17,12,-5,0,0,25.72
"32","ANDREI.KOSTITSYN","2008-2009","Regular","L","MTL",74,1147.21,23,12,6,18,41,35,1.2,0.63,0.31,0.94,2.14,1.83,322,16.84,7.14,244,12.76,9.43,169,8.84,13.61,19.33,1.01,7.92,70,3.66,124,80,37,18,23,3,3,50,17,24,7,13,18,29.33
"33","ANDREI.MARKOV","2008-2009","Regular","D","MTL",78,1901.95,12,29,23,52,64,41,0.38,0.91,0.73,1.64,2.02,1.29,371,11.7,3.23,235,7.41,5.11,165,5.21,7.27,9.9,0.31,4.21,24,0.76,61,48,103,60,111,0,0,NA,18,13,-5,7,26,48.36
"34","ANDREJ.MESZAROS","2008-2009","Regular","D","T.B",52,1251.45,2,5,9,14,16,7,0.1,0.24,0.43,0.67,0.77,0.34,182,8.73,1.1,129,6.18,1.55,87,4.17,2.3,4.12,0.2,3.2,6,0.29,68,37,40,21,98,0,1,0,18,11,-7,0,6,50.41
"35","ANDREJ.SEKERA","2008-2009","Regular","D","BUF",69,1424.33,3,11,5,16,19,14,0.13,0.46,0.21,0.67,0.8,0.59,194,8.17,1.55,113,4.76,2.65,84,3.54,3.57,3.32,0.14,2.94,1,0.04,64,110,47,19,94,0,1,0,10,7,-3,1,4,46.84
"36","ANDRE.ROY","2008-2009","Regular","R","CGY",43,235.91,3,0,0,0,3,3,0.76,0,0,0,0.76,0.76,46,11.7,6.52,36,9.16,8.33,26,6.61,11.54,1.91,0.49,5.31,7,1.78,41,18,5,7,0,1,0,100,22,9,-13,1,2,38.83
"37","ANDREW.ALBERTS","2008-2009","Regular","D","PHI",79,1246.28,1,4,8,12,13,5,0.05,0.19,0.39,0.58,0.63,0.24,122,5.87,0.82,69,3.32,1.45,46,2.21,2.17,1.92,0.09,2.78,1,0.05,157,108,59,27,133,0,0,NA,25,11,-14,3,1,52.37
"38","ANDREW.BRUNETTE","2008-2009","Regular","L","MIN",80,1346.74,22,23,5,28,50,45,0.98,1.02,0.22,1.25,2.23,2,170,7.57,12.94,147,6.55,14.97,118,5.26,18.64,15.37,0.68,10.46,67,2.98,22,71,32,16,13,2,7,22.22,11,12,1,12,3,20.15
"39","ANDREW.COGLIANO","2008-2009","Regular","C","EDM",82,1179.25,18,10,10,20,38,28,0.92,0.51,0.51,1.02,1.93,1.42,207,10.53,8.7,165,8.4,10.91,116,5.9,15.52,15.39,0.78,9.33,63,3.21,57,65,42,28,39,261,441,37.18,11,17,6,10,2,24.56
"40","ANDREW.EBBETT","2008-2009","Regular","C","ANA",48,665.73,8,15,9,24,32,23,0.72,1.35,0.81,2.16,2.88,2.07,153,13.79,5.23,134,12.08,5.97,100,9.01,8,12.42,1.12,9.27,49,4.42,34,66,17,12,22,221,234,48.57,6,8,2,9,6,24.16
"41","ANDREW.FERENCE","2008-2009","Regular","D","BOS",47,1008.25,1,6,9,15,16,7,0.06,0.36,0.54,0.89,0.95,0.42,148,8.81,0.68,103,6.13,0.97,72,4.28,1.39,2.68,0.16,2.6,1,0.06,60,88,15,14,72,0,0,NA,17,11,-6,4,1,53.56
"42","ANDREW.HUTCHINSON","2008-2009","Regular","D","DAL/T.B",40,574.02,2,2,1,3,5,4,0.21,0.21,0.1,0.31,0.52,0.42,111,11.6,1.8,82,8.57,2.44,58,6.06,3.45,2.17,0.23,2.65,4,0.42,11,52,13,2,35,0,0,NA,6,1,-5,2,2,53.73
"43","ANDREW.LADD","2008-2009","Regular","L","CHI",82,1180.39,15,22,12,34,49,37,0.76,1.12,0.61,1.73,2.49,1.88,NA,NA,NA,243,12.35,6.17,195,9.91,7.69,14.85,0.75,6.11,55,2.8,117,104,15,43,NA,10,31,24.39,13,19,6,7,9,30.92
"44","ANDREW.MURRAY","2008-2009","Regular","C","CBJ",67,753.54,8,2,1,3,11,10,0.64,0.16,0.08,0.24,0.88,0.8,135,10.75,5.93,112,8.92,7.14,89,7.09,8.99,8.86,0.71,7.91,31,2.47,147,108,5,20,36,39,46,45.88,5,10,5,7,7,23.46
"45","ANDREW.PETERS","2008-2009","Regular","L","BUF",28,112.62,0,1,0,1,1,1,0,0.53,0,0.53,0.53,0.53,15,7.99,0,13,6.93,0,10,5.33,0,0.52,0.28,4,2,1.07,10,11,5,0,2,0,1,0,18,6,-12,0,2,37.25
"46","ANDY.GREENE","2008-2009","Regular","D","N.J",49,795.96,2,1,6,7,9,3,0.15,0.08,0.45,0.53,0.68,0.23,106,7.99,1.89,66,4.98,3.03,38,2.86,5.26,2,0.15,3.03,2,0.15,37,46,18,13,63,0,0,NA,11,1,-10,1,4,47.7
"47","ANDY.HILBERT","2008-2009","Regular","C","NYI",67,1080.06,11,13,3,16,27,24,0.61,0.72,0.17,0.89,1.5,1.33,296,16.44,3.72,219,12.17,5.02,167,9.28,6.59,12.37,0.69,5.65,44,2.44,41,99,26,42,85,71,115,38.17,11,8,-3,6,17,33.38
"48","ANDY.MCDONALD","2008-2009","Regular","C","STL",46,872.92,15,15,14,29,44,30,1.03,1.03,0.96,1.99,3.02,2.06,216,14.85,6.94,173,11.89,8.67,128,8.8,11.72,14.09,0.97,8.14,54,3.71,24,53,22,18,18,213,154,58.04,11,15,4,5,10,26.46
"49","ANDY.SUTTON","2008-2009","Regular","D","NYI",23,464.71,2,3,5,8,10,5,0.26,0.39,0.65,1.03,1.29,0.65,42,5.42,4.76,23,2.97,8.7,19,2.45,10.53,0.6,0.08,2.61,1,0.13,30,36,12,8,60,0,0,NA,20,6,-14,0,4,50.98
"50","ANSSI.SALMELA","2008-2009","Regular","D","ATL/N.J",26,415.4,1,1,4,5,6,2,0.14,0.14,0.58,0.72,0.87,0.29,94,13.58,1.06,60,8.67,1.67,41,5.92,2.44,1.82,0.26,3.03,1,0.14,24,29,11,6,27,0,0,NA,4,5,1,0,4,53.5
"51","ANTHONY.STEWART","2008-2009","Regular","C","FLA",59,450.32,2,2,3,5,7,4,0.27,0.27,0.4,0.67,0.93,0.53,87,11.59,2.3,77,10.26,2.6,56,7.46,3.57,6.01,0.8,7.81,24,3.2,77,46,9,14,7,1,2,33.33,10,8,-2,4,5,27.42
"52","ANTOINE.VERMETTE","2008-2009","Regular","C","CBJ/OTT",79,1449.33,16,18,7,25,41,34,0.66,0.75,0.29,1.03,1.7,1.41,273,11.3,5.86,221,9.15,7.24,174,7.2,9.2,19.41,0.8,8.78,78,3.23,80,117,33,39,32,642,470,57.73,23,12,-11,19,20,27.67
"53","ANTON.BABCHUK","2008-2009","Regular","D","CAR",72,1299.8,16,9,10,19,35,25,0.74,0.42,0.46,0.88,1.62,1.15,278,12.83,5.76,190,8.77,8.42,127,5.86,12.6,7.31,0.34,3.85,9,0.42,22,69,20,22,115,0,0,NA,8,6,-2,6,7,51.29
"54","ANTON.STRALMAN","2008-2009","Regular","D","TOR",37,570.64,1,3,8,11,12,4,0.11,0.32,0.84,1.16,1.26,0.42,99,10.41,1.01,67,7.04,1.49,42,4.42,2.38,2.25,0.24,3.36,3,0.32,34,43,16,10,36,1,0,100,10,7,-3,0,6,47.64
"55","ANTON.VOLCHENKOV","2008-2009","Regular","D","OTT",68,1365.08,2,7,1,8,10,9,0.09,0.31,0.04,0.35,0.44,0.4,183,8.04,1.09,123,5.41,1.63,79,3.47,2.53,4.03,0.18,3.28,8,0.35,182,111,29,23,180,0,0,NA,18,6,-12,5,11,50.24
"56","ANTTI.MIETTINEN","2008-2009","Regular","R","MIN",82,1494.48,15,18,11,29,44,33,0.6,0.72,0.44,1.16,1.77,1.32,321,12.89,4.67,260,10.44,5.77,187,7.51,8.02,16.32,0.66,6.28,54,2.17,69,81,39,19,27,28,32,46.67,14,7,-7,15,10,34.38
"57","ANTTI.PIHLSTROM","2008-2009","Regular","L","NSH",53,605.97,2,3,2,5,7,5,0.2,0.3,0.2,0.5,0.69,0.5,152,15.05,1.32,122,12.08,1.64,88,8.71,2.27,6.94,0.69,5.69,23,2.28,100,58,8,14,16,0,1,0,4,9,5,4,7,31.7
"58","ANZE.KOPITAR","2008-2009","Regular","C","L.A",82,1668.97,27,28,11,39,66,55,0.97,1.01,0.4,1.4,2.37,1.98,433,15.57,6.24,346,12.44,7.8,234,8.41,11.54,24.67,0.89,7.13,81,2.91,84,148,73,49,56,671,684,49.52,11,26,15,19,16,31.03
"59","ARRON.ASHAM","2008-2009","Regular","R","PHI",78,682.09,8,7,5,12,20,15,0.7,0.62,0.44,1.06,1.76,1.32,110,9.68,7.27,89,7.83,8.99,74,6.51,10.81,7.44,0.65,8.36,35,3.08,143,29,11,12,10,7,8,46.67,34,19,-15,5,5,31.04
"60","BARRET.JACKMAN","2008-2009","Regular","D","STL",82,1907.17,4,8,9,17,21,12,0.13,0.25,0.28,0.53,0.66,0.38,174,5.47,2.3,125,3.93,3.2,89,2.8,4.49,3.5,0.11,2.8,4,0.13,124,93,46,41,145,0,0,NA,36,18,-18,1,8,50.7
"61","BEN.EAGER","2008-2009","Regular","L","CHI",75,640.1,11,3,1,4,15,14,1.03,0.28,0.09,0.37,1.41,1.31,133,12.47,8.27,103,9.65,10.68,80,7.5,13.75,6.42,0.6,6.23,27,2.53,95,61,8,12,11,0,0,NA,41,19,-22,7,5,32.71
"62","BEN.GUITE","2008-2009","Regular","R","COL",50,635.54,5,3,4,7,12,8,0.47,0.28,0.38,0.66,1.13,0.76,107,10.1,4.67,85,8.02,5.88,63,5.95,7.94,4.74,0.45,5.58,16,1.51,88,42,10,20,32,286,269,51.53,14,8,-6,3,2,35.25
"63","BENJAMIN.ONDRUS","2008-2009","Regular","R","TOR",11,103.71,0,0,0,0,0,0,0,0,0,0,0,0,8,4.63,0,5,2.89,0,2,1.16,0,0.28,0.16,5.64,1,0.58,15,7,1,5,4,12,15,44.44,7,5,-2,0,0,24.6
"64","BEN.MAXWELL","2008-2009","Regular","C","MTL",7,69.44,0,0,0,0,0,0,0,0,0,0,0,0,9,7.78,0,6,5.18,0,2,1.73,0,0.59,0.51,9.76,2,1.73,2,5,2,2,1,20,33,37.74,1,2,1,1,0,30.35
"65","BENOIT.POULIOT","2008-2009","Regular","L","MIN",37,437.7,5,2,4,6,11,7,0.69,0.27,0.55,0.82,1.51,0.96,56,7.68,8.93,44,6.03,11.36,34,4.66,14.71,3.87,0.53,8.79,14,1.92,21,19,15,12,2,93,124,42.86,9,2,-7,4,0,29.41
"66","BILL.GUERIN","2008-2009","Regular","R","NYI/PIT",78,1294.71,21,14,13,27,48,35,0.97,0.65,0.6,1.25,2.22,1.62,387,17.93,5.43,302,14,6.95,227,10.52,9.25,20.87,0.97,6.91,77,3.57,72,44,36,32,29,30,34,46.88,29,13,-16,12,15,33.92
"67","B.J..CROMBEEN","2008-2009","Regular","R","DAL/STL",81,1029.38,12,7,3,10,22,19,0.7,0.41,0.17,0.58,1.28,1.11,217,12.65,5.53,180,10.49,6.67,124,7.23,9.68,10.58,0.62,5.88,34,1.98,87,109,11,19,14,3,4,42.86,43,23,-20,9,13,33.17
"68","BLAIR.BETTS","2008-2009","Regular","C","NYR",81,859.74,6,3,1,4,10,9,0.42,0.21,0.07,0.28,0.7,0.63,133,9.28,4.51,113,7.89,5.31,83,5.79,7.23,7.89,0.55,6.98,28,1.95,93,85,7,32,51,436,448,49.32,8,9,1,7,8,28.07
"69","BLAKE.COMEAU","2008-2009","Regular","L","NYI",53,861.36,7,10,8,18,25,17,0.49,0.7,0.56,1.25,1.74,1.18,164,11.42,4.27,118,8.22,5.93,78,5.43,8.97,10.1,0.7,8.56,41,2.86,90,51,22,32,18,14,31,31.11,11,7,-4,6,6,29.64
"70","BLAKE.WHEELER","2008-2009","Regular","R","BOS",80,1095.67,21,15,9,24,45,36,1.15,0.82,0.49,1.31,2.46,1.97,233,12.76,9.01,198,10.84,10.61,149,8.16,14.09,15.87,0.87,8.02,69,3.78,47,98,26,36,26,13,21,38.24,22,13,-9,13,13,27.46
"71","BOBBY.HOLIK","2008-2009","Regular","C","N.J",62,632.08,4,1,4,5,9,5,0.38,0.09,0.38,0.47,0.85,0.47,122,11.58,3.28,100,9.49,4,79,7.5,5.06,5.72,0.54,5.72,14,1.33,135,36,11,14,6,300,206,59.29,34,7,-27,3,11,34.49
"72","BOBBY.RYAN","2008-2009","Regular","R","ANA",64,985.66,31,13,13,26,57,44,1.89,0.79,0.79,1.58,3.47,2.68,289,17.59,10.73,240,14.61,12.92,174,10.59,17.82,19.64,1.2,8.18,74,4.5,78,94,39,22,10,6,7,46.15,15,20,5,11,13,27.45
"73","BORIS.VALABIK","2008-2009","Regular","D","ATL",50,761.49,0,4,1,5,5,4,0,0.32,0.08,0.39,0.39,0.32,50,3.94,0,28,2.21,0,16,1.26,0,0.47,0.04,1.67,0,0,78,50,39,19,68,0,0,NA,44,19,-25,1,1,57.16
"74","BOYD.DEVEREAUX","2008-2009","Regular","C","TOR",23,313.68,6,3,2,5,11,9,1.15,0.57,0.38,0.96,2.1,1.72,60,11.48,10,48,9.18,12.5,41,7.84,14.63,2.53,0.48,5.28,10,1.91,21,53,6,8,18,4,5,44.44,1,3,2,2,5,35.28
"75","BOYD.GORDON","2008-2009","Regular","C","WSH",63,846.59,5,5,4,9,14,10,0.35,0.35,0.28,0.64,0.99,0.71,113,8.01,4.42,95,6.73,5.26,69,4.89,7.25,6.62,0.47,6.96,25,1.77,33,107,14,32,43,374,293,56.07,7,6,-1,4,8,28.7
"76","BRAD.BOYES","2008-2009","Regular","R","STL",82,1560.72,33,24,15,39,72,57,1.27,0.92,0.58,1.5,2.77,2.19,415,15.95,7.95,336,12.92,9.82,220,8.46,15,25.26,0.97,7.52,86,3.31,49,69,47,40,20,155,160,49.21,14,17,3,13,17,29.1
"77","BRAD.LUKOWICH","2008-2009","Regular","D","S.J",58,939.22,0,5,3,8,8,5,0,0.32,0.19,0.51,0.51,0.32,95,6.07,0,63,4.02,0,43,2.75,0,1.84,0.12,2.92,2,0.13,117,89,30,17,82,0,0,NA,6,6,0,3,2,48.5
"78","BRAD.MAY","2008-2009","Regular","L","ANA/TOR",58,420.23,1,3,3,6,7,4,0.14,0.43,0.43,0.86,1,0.57,62,8.85,1.61,46,6.57,2.17,32,4.57,3.12,2.71,0.39,5.9,10,1.43,53,39,9,13,6,1,3,25,24,11,-13,1,4,33.09
"79","BRAD.RICHARDS","2008-2009","Regular","C","DAL",56,1142.01,16,17,15,32,48,33,0.84,0.89,0.79,1.68,2.52,1.73,313,16.44,5.11,250,13.13,6.4,180,9.46,8.89,13.59,0.71,5.43,38,2,11,27,63,46,22,461,450,50.6,3,5,2,7,16,37.92
"80","BRAD.RICHARDSON","2008-2009","Regular","R","L.A",31,334.61,0,4,1,5,5,4,0,0.72,0.18,0.9,0.9,0.72,67,12.01,0,48,8.61,0,37,6.63,0,3.4,0.61,7.08,12,2.15,26,49,1,10,4,52,43,54.74,5,4,-1,3,4,27.32
"81","BRAD.STAUBITZ","2008-2009","Regular","R","S.J",35,217.62,1,2,0,2,3,3,0.28,0.55,0,0.55,0.83,0.83,40,11.03,2.5,29,8,3.45,22,6.07,4.55,0.85,0.23,2.92,1,0.28,56,31,6,3,3,0,2,0,23,13,-10,2,1,44.83
"82","BRAD.STUART","2008-2009","Regular","D","DET",66,1329.81,2,6,7,13,15,8,0.09,0.27,0.32,0.59,0.68,0.36,208,9.38,0.96,148,6.68,1.35,104,4.69,1.92,4.75,0.21,3.21,10,0.45,154,132,27,4,98,0,0,NA,13,9,-4,3,7,49.38
"83","BRAD.WINCHESTER","2008-2009","Regular","L","STL",64,777.18,13,7,1,8,21,20,1,0.54,0.08,0.62,1.62,1.54,159,12.28,8.18,123,9.5,10.57,82,6.33,15.85,9.88,0.76,8.04,40,3.09,127,64,13,14,20,9,11,45,33,20,-13,3,5,23.31
"84","BRANDON.BOCHENSKI","2008-2009","Regular","R","T.B",7,75.37,0,0,1,1,1,0,0,0,0.8,0.8,0.8,0,14,11.15,0,11,8.76,0,11,8.76,0,0.62,0.49,5.61,2,1.59,3,4,2,4,3,0,0,NA,1,1,0,0,0,30.82
"85","BRANDON.DUBINSKY","2008-2009","Regular","C","NYR",82,1362.74,13,16,12,28,41,29,0.57,0.7,0.53,1.23,1.81,1.28,306,13.47,4.25,248,10.92,5.24,188,8.28,6.91,19.82,0.87,7.99,88,3.87,251,137,24,32,24,466,404,53.56,36,29,-7,6,13,25.64
"86","BRANDON.PRUST","2008-2009","Regular","C/R","ARI/CGY",36,268.44,1,1,1,2,3,2,0.22,0.22,0.22,0.45,0.67,0.45,37,8.27,2.7,32,7.15,3.12,23,5.14,4.35,2.91,0.65,9.09,11,2.46,24,21,10,4,9,17,14,54.84,22,14,-8,2,1,24.26
"87","BRANDON.SUTTER","2008-2009","Regular","C","CAR",50,440.26,1,3,2,5,6,4,0.14,0.41,0.27,0.68,0.82,0.55,85,11.58,1.18,74,10.08,1.35,57,7.77,1.75,4.38,0.6,5.91,17,2.32,37,43,6,22,18,128,204,38.55,5,13,8,2,3,30.32
"88","BRAYDON.COBURN","2008-2009","Regular","D","PHI",80,1957.83,7,9,12,21,28,16,0.21,0.28,0.37,0.64,0.86,0.49,276,8.46,2.54,186,5.7,3.76,129,3.95,5.43,6.43,0.2,3.46,10,0.31,146,110,59,39,129,0,0,NA,40,11,-29,2,8,49.97
"89","BRENDAN.BELL","2008-2009","Regular","D","OTT",53,935.15,6,7,8,15,21,13,0.38,0.45,0.51,0.96,1.35,0.83,151,9.69,3.97,106,6.8,5.66,76,4.88,7.89,3.97,0.25,3.75,9,0.58,29,53,33,19,36,0,0,NA,12,5,-7,5,10,51.3
