"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"17","ALEXEI.PONIKAROVSKY","2007-2008","Regular","L","TOR",66,1052.04,18,9,8,17,35,27,1.03,0.51,0.46,0.97,2,1.54,282,16.08,6.38,222,12.66,8.11,150,8.55,12,17.69,1.01,7.97,73,4.16,77,96,28,22,21,1,3,25,18,16,-2,13,15,28.6
"18","ALEXEI.SEMENOV","2007-2008","Regular","D","S.J",22,335.42,1,1,2,3,4,2,0.18,0.18,0.36,0.54,0.72,0.36,47,8.41,2.13,36,6.44,2.78,23,4.11,4.35,0.83,0.15,2.32,0,0,24,27,17,0,17,0,0,NA,10,5,-5,1,0,53.37
"19","ALEXEI.ZHITNIK","2007-2008","Regular","D","ATL",65,1234.54,3,1,4,5,8,4,0.15,0.05,0.19,0.24,0.39,0.19,173,8.41,1.73,124,6.03,2.42,79,3.84,3.8,3.78,0.18,3.05,4,0.19,67,32,36,24,54,0,0,NA,29,6,-23,8,5,52.71
"20","ALEX.FROLOV","2007-2008","Regular","L","L.A",71,1322.21,23,26,18,44,67,49,1.04,1.18,0.82,2,3.04,2.22,285,12.93,8.07,224,10.16,10.27,160,7.26,14.38,18.66,0.85,8.33,69,3.13,21,74,70,45,18,2,9,18.18,11,10,-1,13,16,27.48
"21","ALEX.KOVALEV","2007-2008","Regular","R","MTL",82,1595.86,35,27,22,49,84,62,1.32,1.02,0.83,1.84,3.16,2.33,393,14.78,8.91,290,10.9,12.07,230,8.65,15.22,21.66,0.81,7.47,73,2.74,88,143,67,47,39,32,26,55.17,33,42,9,14,17,28.69
"22","ALEX.OVECHKIN","2007-2008","Regular","L","WSH",82,1879.4,65,36,11,47,112,101,2.08,1.15,0.35,1.5,3.58,3.22,906,28.92,7.17,644,20.56,10.09,445,14.21,14.61,43.09,1.38,6.69,133,4.25,220,129,93,68,44,7,11,38.89,21,49,28,22,31,33.22
"23","ALEX.PICARD","2007-2008","Regular","D/L","CBJ/PHI/T.B",27,508.66,3,0,3,3,6,3,0.35,0,0.35,0.35,0.71,0.35,51,6.02,5.88,36,4.25,8.33,25,2.95,12,1.63,0.19,4.54,5,0.59,45,37,10,5,38,0,0,NA,6,8,2,2,1,43.26
"24","ALEX.RADULOV","2007-2008","Regular","R","NSH",81,1322.67,26,21,11,32,58,47,1.18,0.95,0.5,1.45,2.63,2.13,280,12.7,9.29,233,10.57,11.16,183,8.3,14.21,19.19,0.87,8.24,66,2.99,17,77,52,58,36,0,1,0,24,19,-5,11,20,25.53
"25","ALEX.SEMIN","2007-2008","Regular","L","WSH",63,1048.65,26,10,6,16,42,36,1.49,0.57,0.34,0.92,2.4,2.06,358,20.48,7.26,274,15.68,9.49,185,10.59,14.05,20.87,1.19,7.62,77,4.41,20,71,81,40,14,4,7,36.36,26,21,-5,13,20,29.63
"26","ALEX.STEEN","2007-2008","Regular","C","TOR",76,1373.2,15,16,11,27,42,31,0.66,0.7,0.48,1.18,1.84,1.35,320,13.98,4.69,249,10.88,6.02,169,7.38,8.88,13.62,0.6,5.47,44,1.92,62,140,46,27,36,59,120,32.96,15,22,7,5,11,33.82
"27","ALEX.TANGUAY","2007-2008","Regular","L","CGY",78,1462.42,18,31,9,40,58,49,0.74,1.27,0.37,1.64,2.38,2.01,207,8.49,8.7,165,6.77,10.91,121,4.96,14.88,13.6,0.56,8.24,51,2.09,NA,NA,57,36,24,7,13,35,25,15,-10,12,10,27.5
"28","ALLAN.ROURKE","2007-2008","Regular","D","EDM",13,141.95,0,0,0,0,0,0,0,0,0,0,0,0,12,5.07,0,7,2.96,0,4,1.69,0,0.19,0.08,2.78,0,0,3,5,4,1,22,0,0,NA,1,2,1,0,0,48.73
"29","ANDERS.ERIKSSON","2007-2008","Regular","D","CGY",61,1258.97,1,5,12,17,18,6,0.05,0.24,0.57,0.81,0.86,0.29,124,5.91,0.81,84,4,1.19,50,2.38,2,3.25,0.15,3.86,7,0.33,63,48,44,28,70,0,0,NA,18,9,-9,1,7,49.09
"30","ANDREAS.KARLSSON","2007-2008","Regular","C","T.B",58,559.51,2,1,1,2,4,3,0.21,0.11,0.11,0.21,0.43,0.32,61,6.54,3.28,47,5.04,4.26,31,3.32,6.45,2.5,0.27,5.33,8,0.86,34,44,2,14,30,182,151,54.65,5,2,-3,1,1,36.11
"31","ANDREAS.LILJA","2007-2008","Regular","D","DET",79,1436.14,2,6,4,10,12,8,0.08,0.25,0.17,0.42,0.5,0.33,133,5.56,1.5,99,4.14,2.02,72,3.01,2.78,2.54,0.11,2.57,3,0.13,133,101,38,17,114,0,1,0,42,10,-32,2,3,53.69
"32","ANDREI.KASTSITSYN","2007-2008","Regular","L","MTL",72,1122.21,23,17,9,26,49,40,1.23,0.91,0.48,1.39,2.62,2.14,257,13.74,8.95,207,11.07,11.11,144,7.7,15.97,16.34,0.87,7.9,58,3.1,92,91,23,22,21,4,2,66.67,10,20,10,10,11,28.38
"33","ANDREI.KOSTITSYN","2007-2008","Regular","L","MTL",6,95.88,3,0,1,1,4,3,1.88,0,0.63,0.63,2.5,1.88,20,12.52,15,17,10.64,17.65,12,7.51,25,1.36,0.85,8,5,3.13,10,11,3,0,1,0,0,NA,3,3,0,1,0,24.63
"34","ANDREI.MARKOV","2007-2008","Regular","D","MTL",82,2027.91,16,21,21,42,58,37,0.47,0.62,0.62,1.24,1.72,1.09,346,10.24,4.62,228,6.75,7.02,145,4.29,11.03,9.22,0.27,4.04,22,0.65,59,53,92,60,127,0,0,NA,24,21,-3,7,18,47.14
"35","ANDREI.ZYUZIN","2007-2008","Regular","D","CHI",32,477.36,2,1,2,3,5,3,0.25,0.13,0.25,0.38,0.63,0.38,68,8.55,2.94,46,5.78,4.35,34,4.27,5.88,2.36,0.3,5.12,4,0.5,28,28,10,6,35,0,0,NA,19,3,-16,1,1,45.66
"36","ANDREJ.MESZAROS","2007-2008","Regular","D","OTT",82,1717.66,9,16,11,27,36,25,0.31,0.56,0.38,0.94,1.26,0.87,354,12.37,2.54,235,8.21,3.83,160,5.59,5.62,7.88,0.28,3.35,13,0.45,100,77,48,33,100,0,1,0,24,9,-15,7,9,51.59
"37","ANDREJ.SEKERA","2007-2008","Regular","D","BUF",37,710.7,1,4,2,6,7,5,0.08,0.34,0.17,0.51,0.59,0.42,72,6.08,1.39,44,3.71,2.27,27,2.28,3.7,1.12,0.09,2.54,0,0,19,73,15,14,50,0,0,NA,7,3,-4,0,3,50.96
"38","ANDRE.ROY","2007-2008","Regular","R","T.B",63,343.77,4,3,0,3,7,7,0.7,0.52,0,0.52,1.22,1.22,70,12.22,5.71,50,8.73,8,38,6.63,10.53,3.47,0.61,6.94,18,3.14,90,25,5,5,3,0,0,NA,20,8,-12,3,3,37.99
"39","ANDREW.ALBERTS","2007-2008","Regular","D","BOS",35,715.5,0,1,1,2,2,1,0,0.08,0.08,0.17,0.17,0.08,62,5.2,0,39,3.27,0,25,2.1,0,0.7,0.06,1.8,1,0.08,53,30,15,5,52,1,1,50,17,4,-13,0,1,58.25
"40","ANDREW.BRUNETTE","2007-2008","Regular","L","COL",82,1270.07,19,25,15,40,59,44,0.9,1.18,0.71,1.89,2.79,2.08,197,9.31,9.64,158,7.46,12.03,125,5.91,15.2,16.83,0.8,10.65,74,3.5,14,84,27,24,21,3,5,37.5,8,20,12,16,2,19.83
"41","ANDREW.COGLIANO","2007-2008","Regular","C","EDM",82,1119.16,18,14,13,27,45,32,0.97,0.75,0.7,1.45,2.41,1.72,156,8.36,11.54,130,6.97,13.85,98,5.25,18.37,12.26,0.66,9.43,46,2.47,25,42,49,35,31,214,328,39.48,12,20,8,5,7,20.32
"42","ANDREW.FERENCE","2007-2008","Regular","D","BOS",59,1306.89,1,9,6,15,16,10,0.05,0.41,0.28,0.69,0.73,0.46,178,8.17,0.56,105,4.82,0.95,71,3.26,1.41,2.75,0.13,2.61,6,0.28,79,73,29,10,65,1,0,100,21,6,-15,6,5,55.84
"43","ANDREW.GREENE","2007-2008","Regular","D","N.J",55,1082.67,2,6,2,8,10,8,0.11,0.33,0.11,0.44,0.55,0.44,116,6.43,1.72,73,4.05,2.74,50,2.77,4,2.39,0.13,3.27,5,0.28,28,55,12,18,76,0,0,NA,NA,5,NA,0,6,52.58
"44","ANDREW.LADD","2007-2008","Regular","L","CAR/CHI",63,803.51,14,8,8,16,30,22,1.05,0.6,0.6,1.19,2.24,1.64,192,14.34,7.29,164,12.25,8.54,129,9.63,10.85,13.45,1,8.2,55,4.11,138,81,11,19,14,4,4,50,11,8,-3,11,10,29.58
"45","ANDREW.MILLER","2007-2008","Regular","L","ANA",26,290.63,2,1,2,3,5,3,0.41,0.21,0.41,0.62,1.03,0.62,44,9.08,4.55,40,8.26,5,29,5.99,6.9,2.82,0.58,7.06,12,2.48,12,27,4,6,11,3,6,33.33,3,4,1,3,1,25.79
"46","ANDREW.MURRAY","2007-2008","Regular","C","CBJ",39,455.2,6,1,3,4,10,7,0.79,0.13,0.4,0.53,1.32,0.92,69,9.09,8.7,61,8.04,9.84,45,5.93,13.33,4.82,0.64,7.91,20,2.64,47,46,2,8,16,15,17,46.88,6,7,1,4,4,24.81
"47","ANDREW.PETERS","2007-2008","Regular","L","BUF",44,137.87,1,0,1,1,2,1,0.44,0,0.44,0.44,0.87,0.44,27,11.75,3.7,20,8.7,5,17,7.4,5.88,0.83,0.36,4.17,2,0.87,22,12,6,2,3,0,1,0,16,10,-6,1,1,39.38
"48","ANDREW.WOZNIEWSKI","2007-2008","Regular","D","TOR",48,676.58,2,2,5,7,9,4,0.18,0.18,0.44,0.62,0.8,0.35,70,6.21,2.86,52,4.61,3.85,34,3.02,5.88,1.23,0.11,2.37,2,0.18,42,30,33,7,55,0,0,NA,27,3,-24,1,3,52.65
"49","ANDY.GREENE","2007-2008","Regular","D","N.J",4,67.21,0,0,0,0,0,0,0,0,0,0,0,0,5,4.46,0,2,1.79,0,0,0,NA,0.1,0.09,4.91,0,0,2,3,0,2,1,0,0,NA,0,0,0,0,1,29.9
"50","ANDY.HILBERT","2007-2008","Regular","C","NYI",70,941.77,8,5,3,8,16,13,0.51,0.32,0.19,0.51,1.02,0.83,201,12.81,3.98,167,10.64,4.79,127,8.09,6.3,10.1,0.64,6.05,29,1.85,39,88,24,46,49,99,121,45,8,12,4,10,10,33.17
"51","ANDY.MCDONALD","2007-2008","Regular","C","ANA/STL",82,1452.4,18,17,17,34,52,35,0.74,0.7,0.7,1.4,2.15,1.45,287,11.86,6.27,242,10,7.44,181,7.48,9.94,18.76,0.78,7.75,74,3.06,46,92,33,31,20,527,420,55.65,19,21,2,11,7,25.27
"52","ANDY.SUTTON","2007-2008","Regular","D","NYI",58,1044.83,1,3,4,7,8,4,0.06,0.17,0.23,0.4,0.46,0.23,122,7.01,0.82,86,4.94,1.16,56,3.22,1.79,2.11,0.12,2.45,2,0.11,86,64,17,29,99,0,0,NA,34,11,-23,4,0,54.97
"53","ANTHONY.STEWART","2007-2008","Regular","C","FLA",26,159.58,0,1,0,1,1,1,0,0.38,0,0.38,0.38,0.38,29,10.9,0,25,9.4,0,21,7.9,0,1.01,0.38,4.02,2,0.75,14,12,2,4,5,0,0,NA,0,0,0,0,1,37.51
"54","ANTOINE.VERMETTE","2007-2008","Regular","C","OTT",81,1421.41,24,17,12,29,53,41,1.01,0.72,0.51,1.22,2.24,1.73,280,11.82,8.57,236,9.96,10.17,175,7.39,13.71,18.08,0.76,7.66,73,3.08,49,101,49,29,25,687,524,56.73,23,21,-2,13,11,29.13
"55","ANTON.STRALMAN","2007-2008","Regular","D","TOR",50,640.34,3,3,3,6,9,6,0.28,0.28,0.28,0.56,0.84,0.56,83,7.78,3.61,56,5.25,5.36,40,3.75,7.5,1.48,0.14,2.64,1,0.09,32,39,26,12,23,0,0,NA,9,4,-5,0,2,51.69
"56","ANTON.VOLCHENKOV","2007-2008","Regular","D","OTT",67,1364.54,1,4,10,14,15,5,0.04,0.18,0.44,0.62,0.66,0.22,167,7.34,0.6,108,4.75,0.93,70,3.08,1.43,3.39,0.15,3.14,4,0.18,153,98,32,23,209,0,0,NA,21,16,-5,5,6,50.16
"57","ANTTI.MIETTINEN","2007-2008","Regular","R","DAL",69,956.63,15,10,9,19,34,25,0.94,0.63,0.56,1.19,2.13,1.57,257,16.12,5.84,198,12.42,7.58,136,8.53,11.03,12.87,0.81,6.5,38,2.38,65,64,37,29,8,14,9,60.87,NA,13,NA,13,17,35.3
"58","ANZE.KOPITAR","2007-2008","Regular","C","L.A",82,1688.35,32,23,22,45,77,55,1.14,0.82,0.78,1.6,2.74,1.95,345,12.26,9.28,282,10.02,11.35,201,7.14,15.92,20.96,0.74,7.43,78,2.77,47,133,85,52,39,562,582,49.13,NA,39,NA,14,17,31.49
"59","ARRON.ASHAM","2007-2008","Regular","R","N.J",77,658,6,3,1,4,10,9,0.55,0.27,0.09,0.36,0.91,0.82,100,9.12,6,80,7.29,7.5,68,6.2,8.82,6.24,0.57,7.8,28,2.55,87,35,18,21,5,0,3,0,NA,20,NA,1,8,28.8
"60","BARRET.JACKMAN","2007-2008","Regular","D","STL",78,1739.39,2,6,8,14,16,8,0.07,0.21,0.28,0.48,0.55,0.28,164,5.66,1.22,112,3.86,1.79,80,2.76,2.5,3.62,0.12,3.23,7,0.24,NA,NA,40,31,124,0,0,NA,36,27,-9,2,3,50.13
"61","BATES (JON).BATTAGLIA","2007-2008","Regular","L","TOR",13,61.52,0,0,0,0,0,0,0,0,0,0,0,0,8,7.8,0,7,6.83,0,6,5.85,0,0.27,0.26,3.79,0,0,1,5,1,0,0,0,1,0,2,2,0,0,0,30.24
"62","BEN.EAGER","2007-2008","Regular","L","CHI/PHI",32,184.78,0,2,0,2,2,2,0,0.65,0,0.65,0.65,0.65,28,9.09,0,23,7.47,0,16,5.2,0,1.41,0.46,6.15,7,2.27,32,29,4,2,0,1,4,20,18,11,-7,3,0,32.36
"63","BEN.GUITE","2007-2008","Regular","R","COL",79,1031.45,11,8,3,11,22,19,0.64,0.47,0.17,0.64,1.28,1.11,170,9.89,6.47,139,8.09,7.91,103,5.99,10.68,9.73,0.57,7,35,2.04,115,90,14,35,66,386,418,48.01,17,14,-3,8,7,30.62
"64","BENOIT.POULIOT","2007-2008","Regular","L","MIN",11,97.76,2,1,0,1,3,3,1.23,0.61,0,0.61,1.84,1.84,17,10.43,11.76,16,9.82,12.5,10,6.14,20,1.02,0.62,6.35,4,2.45,6,3,2,7,1,26,39,40,0,4,4,0,0,28.77
"65","BILL.GUERIN","2007-2008","Regular","R","NYI",81,1396.94,23,14,7,21,44,37,0.99,0.6,0.3,0.9,1.89,1.59,396,17.01,5.81,306,13.14,7.52,226,9.71,10.18,20.9,0.9,6.83,75,3.22,62,41,54,44,20,12,6,66.67,28,18,-10,12,11,30.96
"66","B.J..CROMBEEN","2007-2008","Regular","R","DAL",8,53.03,0,1,1,2,2,1,0,1.13,1.13,2.26,2.26,1.13,10,11.31,0,9,10.18,0,9,10.18,0,0.85,0.96,9.43,2,2.26,7,9,1,3,1,0,1,0,6,3,-3,1,0,25
"67","BLAIR.BETTS","2007-2008","Regular","C","NYR",75,887.59,2,4,1,5,7,6,0.14,0.27,0.07,0.34,0.47,0.41,134,9.06,1.49,108,7.3,1.85,85,5.75,2.35,7.55,0.51,6.99,26,1.76,91,82,11,32,49,388,382,50.39,NA,10,NA,5,10,28.68
"68","BLAKE.COMEAU","2007-2008","Regular","L","NYI",51,594.89,8,6,1,7,15,14,0.81,0.61,0.1,0.71,1.51,1.41,119,12,6.72,88,8.88,9.09,67,6.76,11.94,5.82,0.59,6.62,20,2.02,59,37,16,28,6,8,19,29.63,13,7,-6,1,8,29.18
"69","BOBBY.ALLEN","2007-2008","Regular","D","BOS",19,187.9,0,0,0,0,0,0,0,0,0,0,0,0,18,5.75,0,13,4.15,0,10,3.19,0,0.3,0.1,2.34,0,0,15,12,5,0,6,0,0,NA,1,1,0,0,0,57.9
"70","BOBBY.HOLIK","2007-2008","Regular","C","ATL",5,73.72,3,1,0,1,4,4,2.44,0.81,0,0.81,3.26,3.26,15,12.21,20,11,8.95,27.27,11,8.95,27.27,1.33,1.08,12.07,4,3.26,4,2,3,1,4,46,31,59.74,3,1,-2,3,0,20.27
"71","BOBBY.RYAN","2007-2008","Regular","R","ANA",23,258.39,5,3,2,5,10,8,1.16,0.7,0.46,1.16,2.32,1.86,57,13.24,8.77,49,11.38,10.2,37,8.59,13.51,3.69,0.86,7.52,12,2.79,20,23,7,11,5,1,0,100,3,5,2,1,4,33.11
"72","BORIS.VALABIK","2007-2008","Regular","D","ATL",7,116.35,0,0,0,0,0,0,0,0,0,0,0,0,13,6.7,0,9,4.64,0,5,2.58,0,0.36,0.18,3.96,0,0,10,10,6,1,11,0,0,NA,7,0,-7,0,0,30.91
"73","BOYD.DEVEREAUX","2007-2008","Regular","C","TOR",62,865.87,7,7,4,11,18,14,0.49,0.49,0.28,0.76,1.25,0.97,142,9.84,4.93,112,7.76,6.25,81,5.61,8.64,6.59,0.46,5.89,26,1.8,NA,105,28,23,20,2,4,33.33,12,9,-3,4,7,33.4
"74","BOYD.GORDON","2007-2008","Regular","C","WSH",67,1050.55,7,4,5,9,16,11,0.4,0.23,0.29,0.51,0.91,0.63,166,9.48,4.22,138,7.88,5.07,100,5.71,7,9.68,0.55,7.02,31,1.77,19,109,15,28,50,504,399,55.81,6,8,2,7,7,26.73
"75","BRAD.BOYES","2007-2008","Regular","R","STL",82,1454.29,43,12,10,22,65,55,1.77,0.5,0.41,0.91,2.68,2.27,378,15.6,11.38,307,12.67,14.01,207,8.54,20.77,22.25,0.92,7.25,74,3.05,55,62,33,33,20,105,131,44.49,10,20,10,11,14,30.2
"76","BRAD.ISBISTER","2007-2008","Regular","L","VAN",55,595.13,6,3,2,5,11,9,0.6,0.3,0.2,0.5,1.11,0.91,107,10.79,5.61,90,9.07,6.67,71,7.16,8.45,6.02,0.61,6.69,25,2.52,26,30,11,8,10,8,9,47.06,12,9,-3,3,4,26.85
"77","BRAD.LARSEN","2007-2008","Regular","L","ATL",62,558.4,1,2,1,3,4,3,0.11,0.21,0.11,0.32,0.43,0.32,47,5.05,2.13,43,4.62,2.33,35,3.76,2.86,3.45,0.37,8.03,14,1.5,44,31,8,19,10,34,47,41.98,6,6,0,2,4,28.26
"78","BRAD.LUKOWICH","2007-2008","Regular","D","T.B",59,975.62,1,2,4,6,7,3,0.06,0.12,0.25,0.37,0.43,0.18,70,4.3,1.43,41,2.52,2.44,28,1.72,3.57,1.1,0.07,2.67,1,0.06,152,51,11,18,107,0,0,NA,10,7,-3,1,4,51.55
"79","BRAD.MAY","2007-2008","Regular","L","ANA",61,411.17,3,0,1,1,4,3,0.44,0,0.15,0.15,0.58,0.44,60,8.76,5,47,6.86,6.38,34,4.96,8.82,3.21,0.47,6.82,11,1.61,39,40,7,5,3,0,3,0,16,9,-7,1,0,26.98
"80","BRAD.RICHARDS","2007-2008","Regular","C","DAL/T.B",74,1728.28,20,25,17,42,62,45,0.69,0.87,0.59,1.46,2.15,1.56,485,16.84,4.12,349,12.12,5.73,249,8.64,8.03,17.26,0.6,4.94,35,1.22,13,72,46,48,22,527,547,49.07,6,19,13,10,19,41.33
"81","BRAD.RICHARDSON","2007-2008","Regular","R","COL",22,294.75,2,2,1,3,5,4,0.41,0.41,0.2,0.61,1.02,0.81,52,10.59,3.85,42,8.55,4.76,32,6.51,6.25,2.75,0.56,6.55,11,2.24,13,29,2,5,3,26,34,43.33,4,9,5,2,1,26.06
"82","BRAD.STUART","2007-2008","Regular","D","DET/L.A",72,1516.01,6,9,8,17,23,15,0.24,0.36,0.32,0.67,0.91,0.59,265,10.49,2.26,178,7.04,3.37,132,5.22,4.55,5.79,0.23,3.25,7,0.28,118,131,48,16,95,0,4,0,NA,12,NA,2,12,52.59
"83","BRAD.WINCHESTER","2007-2008","Regular","L","DAL",41,306.13,1,0,2,2,3,1,0.2,0,0.39,0.39,0.59,0.2,59,11.56,1.69,45,8.82,2.22,36,7.06,2.78,2.78,0.54,6.18,10,1.96,57,48,6,7,4,0,2,0,14,11,-3,3,4,33.47
"84","BRANDON.BOCHENSKI","2007-2008","Regular","R","ANA/BOS/NSH",40,475.09,3,5,5,10,13,8,0.38,0.63,0.63,1.26,1.64,1.01,99,12.5,3.03,78,9.85,3.85,56,7.07,5.36,6.95,0.88,8.92,26,3.28,13,17,8,19,5,2,5,28.57,6,8,2,2,5,27.68
"85","BRANDON.DUBINSKY","2007-2008","Regular","C","NYR",82,1188.01,14,12,14,26,40,26,0.71,0.61,0.71,1.31,2.02,1.31,248,12.53,5.65,212,10.71,6.6,157,7.93,8.92,17.82,0.9,8.41,61,3.08,196,131,23,40,30,512,483,51.46,24,31,7,12,7,23.62
"86","BRANISLAV.MEZEI","2007-2008","Regular","D","FLA",57,821.87,2,0,2,2,4,2,0.15,0,0.15,0.15,0.29,0.15,88,6.42,2.27,53,3.87,3.77,38,2.77,5.26,1.12,0.08,2.12,2,0.15,115,56,20,9,56,0,0,NA,27,8,-19,2,1,54.13
"87","BRANKO.RADIVOJEVIC","2007-2008","Regular","R","MIN",72,1072.47,7,6,4,10,17,13,0.39,0.34,0.22,0.56,0.95,0.73,174,9.73,4.02,135,7.55,5.19,90,5.04,7.78,6.71,0.38,4.97,17,0.95,97,59,18,21,29,15,23,39.47,16,15,-1,3,15,39.41
"88","BRAYDON.COBURN","2007-2008","Regular","D","PHI",78,1649.4,9,8,19,27,36,17,0.33,0.29,0.69,0.98,1.31,0.62,240,8.73,3.75,173,6.29,5.2,113,4.11,7.96,6.47,0.24,3.74,13,0.47,79,86,53,36,78,0,0,NA,30,14,-16,2,8,49.53
"89","BRENDAN.MORRISON","2007-2008","Regular","C","VAN",39,598.84,9,7,9,16,25,16,0.9,0.7,0.9,1.6,2.5,1.6,100,10.02,9,76,7.61,11.84,54,5.41,16.67,5.43,0.54,7.14,21,2.1,17,18,20,15,13,167,203,45.14,9,6,-3,3,1,25.7
"90","BRENDAN.SHANAHAN","2007-2008","Regular","L","NYR",73,1343.28,23,9,14,23,46,32,1.03,0.4,0.63,1.03,2.05,1.43,417,18.63,5.52,340,15.19,6.76,265,11.84,8.68,26.18,1.17,7.7,93,4.15,46,32,33,32,47,6,2,75,15,11,-4,5,14,28.97
