"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"51","ANDREW.MACDONALD","2010-2011","Regular","D","NYI",60,1393.62,4,9,14,23,27,13,0.17,0.39,0.6,0.99,1.16,0.56,196,8.44,2.04,115,4.95,3.48,72,3.1,5.56,5.06,0.22,4.4,10,0.43,38,95,35,49,160,0,0,NA,12,5,-7,3,7,46.8
"52","ANDREW.MURRAY","2010-2011","Regular","C","CBJ",29,330.05,4,2,2,4,8,6,0.73,0.36,0.36,0.73,1.45,1.09,73,13.27,5.48,59,10.73,6.78,48,8.73,8.33,3.92,0.71,6.65,16,2.91,77,39,1,10,14,19,22,46.34,2,6,4,2,2,27.88
"53","ANDREY.ZUBAREV","2010-2011","Regular","D","ATL",4,79.63,0,1,0,1,1,1,0,0.75,0,0.75,0.75,0.75,4,3.01,0,2,1.51,0,2,1.51,0,0.08,0.06,4.16,0,0,15,5,0,2,8,0,0,NA,2,1,-1,0,0,34.12
"54","ANDY.GREENE","2010-2011","Regular","D","N.J",82,1830.54,4,8,11,19,23,12,0.13,0.26,0.36,0.62,0.75,0.39,210,6.88,1.9,132,4.33,3.03,91,2.98,4.4,3.94,0.13,2.98,4,0.13,49,126,34,34,157,0,0,NA,11,5,-6,2,5,51.04
"55","ANDY.MCDONALD","2010-2011","Regular","C","STL",58,1159.81,20,15,15,30,50,35,1.03,0.78,0.78,1.55,2.59,1.81,280,14.49,7.14,243,12.57,8.23,180,9.31,11.11,20.54,1.06,8.45,77,3.98,40,89,15,23,27,207,142,59.31,12,7,-5,15,19,26.44
"56","ANDY.SUTTON","2010-2011","Regular","D","ANA",39,574.15,0,2,2,4,4,2,0,0.21,0.21,0.42,0.42,0.21,51,5.33,0,43,4.49,0,31,3.24,0,1.32,0.14,3.07,1,0.1,62,53,14,5,87,0,0,NA,27,2,-25,0,3,45.23
"57","ANSSI.SALMELA","2010-2011","Regular","D","N.J",48,833.03,1,2,4,6,7,3,0.07,0.14,0.29,0.43,0.5,0.22,98,7.06,1.02,77,5.55,1.3,57,4.11,1.75,2.09,0.15,2.71,2,0.14,48,71,16,14,36,0,0,NA,7,3,-4,1,4,51.07
"58","ANTHONY.STEWART","2010-2011","Regular","C","ATL",80,1196.85,14,15,10,25,39,29,0.7,0.75,0.5,1.25,1.96,1.45,235,11.78,5.96,191,9.58,7.33,141,7.07,9.93,17.26,0.87,9.04,66,3.31,98,67,28,34,35,7,11,38.89,14,11,-3,10,14,25.61
"59","ANTOINE.VERMETTE","2010-2011","Regular","C","CBJ",82,1540.59,19,13,15,28,47,32,0.74,0.51,0.58,1.09,1.83,1.25,321,12.5,5.92,255,9.93,7.45,183,7.13,10.38,22.41,0.87,8.79,89,3.47,123,74,23,35,47,856,684,55.58,27,13,-14,17,17,27.07
"60","ANTON.BABCHUK","2010-2011","Regular","D","CAR/CGY",82,1326.75,11,8,16,24,35,19,0.5,0.36,0.72,1.09,1.58,0.86,308,13.93,3.57,206,9.32,5.34,132,5.97,8.33,5.64,0.25,2.74,4,0.18,19,77,42,19,155,0,0,NA,17,6,-11,0,10,54.47
"61","ANTON.STRALMAN","2010-2011","Regular","D","CBJ",51,1003.97,1,7,10,17,18,8,0.06,0.42,0.6,1.02,1.08,0.48,175,10.46,0.57,119,7.11,0.84,80,4.78,1.25,4.49,0.27,3.77,9,0.54,39,83,11,15,46,0,0,NA,11,9,-2,2,4,48.14
"62","ANTON.VOLCHENKOV","2010-2011","Regular","D","N.J",57,1031.02,0,5,3,8,8,5,0,0.29,0.17,0.47,0.47,0.29,132,7.68,0,92,5.35,0,65,3.78,0,2.02,0.12,2.19,1,0.06,125,82,19,7,106,0,0,NA,18,3,-15,2,5,54.05
"63","ANTTI.MIETTINEN","2010-2011","Regular","R","MIN",73,1238.91,16,7,12,19,35,23,0.77,0.34,0.58,0.92,1.7,1.11,282,13.66,5.67,226,10.95,7.08,168,8.14,9.52,15.98,0.77,7.07,58,2.81,109,71,20,23,14,36,64,36,17,7,-10,7,12,30.15
"64","ANZE.KOPITAR","2010-2011","Regular","C","L.A",75,1614.86,25,30,18,48,73,55,0.93,1.11,0.67,1.78,2.71,2.04,410,15.23,6.1,315,11.7,7.94,233,8.66,10.73,21.78,0.81,6.92,74,2.75,92,146,40,62,45,579,581,49.91,10,22,12,17,12,31.66
"65","ARRON.ASHAM","2010-2011","Regular","R","PIT",44,419.67,5,4,2,6,11,9,0.71,0.57,0.29,0.86,1.57,1.29,81,11.58,6.17,66,9.44,7.58,60,8.58,8.33,4.15,0.59,6.29,15,2.14,107,30,8,7,16,3,6,33.33,13,7,-6,5,3,33.21
"66","ARTEM.ANISIMOV","2010-2011","Regular","C","NYR",82,1328.23,18,14,12,26,44,32,0.81,0.63,0.54,1.17,1.99,1.45,335,15.13,5.37,255,11.52,7.06,190,8.58,9.47,26.55,1.2,10.41,119,5.38,74,141,16,46,45,306,382,44.48,10,17,7,17,16,21.74
"67","BARRET.JACKMAN","2010-2011","Regular","D","STL",60,1246.39,0,3,10,13,13,3,0,0.14,0.48,0.63,0.63,0.14,151,7.27,0,94,4.53,0,65,3.13,0,1.85,0.09,1.97,1,0.05,78,68,24,28,114,0,0,NA,20,17,-3,0,6,52.73
"68","BEN.EAGER","2010-2011","Regular","L","ATL/S.J",68,722.32,7,7,3,10,17,14,0.58,0.58,0.25,0.83,1.41,1.16,137,11.38,5.11,112,9.3,6.25,84,6.98,8.33,6.85,0.57,6.12,21,1.74,87,55,26,21,28,0,2,0,27,13,-14,4,8,31.67
"69","BEN.LOVEJOY","2010-2011","Regular","D","PIT",47,704.08,3,7,7,14,17,10,0.26,0.6,0.6,1.19,1.45,0.85,138,11.76,2.17,95,8.1,3.16,60,5.11,5,2.02,0.17,2.12,0,0,44,72,8,7,60,0,0,NA,17,9,-8,3,5,51.25
"70","BEN.MAXWELL","2010-2011","Regular","C","ATL",12,143.98,1,0,1,1,2,1,0.42,0,0.42,0.42,0.83,0.42,20,8.33,5,19,7.92,5.26,13,5.42,7.69,1.34,0.56,7.05,7,2.92,1,5,3,5,2,16,20,44.44,3,4,1,1,0,26.59
"71","BENN.FERRIERO","2010-2011","Regular","C/R","S.J",33,430.8,5,3,1,4,9,8,0.7,0.42,0.14,0.56,1.25,1.11,111,15.46,4.5,81,11.28,6.17,56,7.8,8.93,5.74,0.8,7.09,19,2.65,46,47,11,11,8,2,9,18.18,3,4,1,12,6,29.36
"72","BENOIT.POULIOT","2010-2011","Regular","L","MTL",79,911.21,13,12,5,17,30,25,0.86,0.79,0.33,1.12,1.98,1.65,213,14.03,6.1,172,11.33,7.56,129,8.49,10.08,12.6,0.83,7.32,44,2.9,110,NA,14,26,20,10,12,45.45,25,12,-13,11,13,28.48
"73","BEN.SMITH","2010-2011","Regular","R","CHI",6,82.62,1,0,0,0,1,1,0.73,0,0,0,0.73,0.73,7,5.08,14.29,6,4.36,16.67,6,4.36,16.67,0.64,0.46,10.61,2,1.45,7,15,0,3,5,6,2,75,0,0,0,0,2,22.4
"74","BILL.THOMAS","2010-2011","Regular","R","FLA",23,194.5,4,1,2,3,7,5,1.23,0.31,0.62,0.93,2.16,1.54,45,13.88,8.89,44,13.57,9.09,32,9.87,12.5,3.25,1,7.39,10,3.08,19,18,3,8,9,13,9,59.09,3,4,1,4,2,30.6
"75","B.J..CROMBEEN","2010-2011","Regular","R","STL",80,1022.86,7,1,6,7,14,8,0.41,0.06,0.35,0.41,0.82,0.47,210,12.32,3.33,159,9.33,4.4,113,6.63,6.19,8.37,0.49,5.26,25,1.47,93,92,12,16,15,19,45,29.69,39,10,-29,8,7,31.31
"76","BLAIR.BETTS","2010-2011","Regular","C","PHI",75,783.55,5,3,4,7,12,8,0.38,0.23,0.31,0.54,0.92,0.61,84,6.43,5.95,64,4.9,7.81,51,3.91,9.8,4.37,0.33,6.83,15,1.15,82,62,8,18,72,411,406,50.31,4,8,4,3,7,30.93
"77","BLAIR.JONES","2010-2011","Regular","C","T.B",18,144.23,1,2,0,2,3,3,0.42,0.83,0,0.83,1.25,1.25,32,13.31,3.12,23,9.57,4.35,20,8.32,5,1.63,0.68,7.08,6,2.5,12,25,5,5,6,46,40,53.49,1,5,4,1,4,28.65
"78","BLAKE.COMEAU","2010-2011","Regular","L","NYI",77,1438.03,24,16,6,22,46,40,1,0.67,0.25,0.92,1.92,1.67,360,15.02,6.67,253,10.56,9.49,182,7.59,13.19,18.83,0.79,7.44,69,2.88,120,87,55,55,32,35,77,31.25,20,15,-5,10,19,30.17
"79","BLAKE.GEOFFRION","2010-2011","Regular","C","NSH",20,165.03,6,0,2,2,8,6,2.18,0,0.73,0.73,2.91,2.18,35,12.72,17.14,26,9.45,23.08,24,8.73,25,2.42,0.88,9.33,11,4,8,27,6,11,4,46,53,46.46,2,1,-1,2,2,28.29
"80","BLAKE.WHEELER","2010-2011","Regular","R","ATL/BOS",81,1314.43,18,16,10,26,44,34,0.82,0.73,0.46,1.19,2.01,1.55,292,13.33,6.16,239,10.91,7.53,179,8.17,10.06,17.82,0.81,7.46,65,2.97,74,101,29,40,47,52,96,35.14,23,11,-12,7,17,28.03
"81","BOBBY.BUTLER","2010-2011","Regular","R","OTT",36,554.12,10,6,5,11,21,16,1.08,0.65,0.54,1.19,2.27,1.73,116,12.56,8.62,98,10.61,10.2,73,7.9,13.7,7.51,0.81,7.66,27,2.92,28,50,13,9,15,0,2,0,5,6,1,6,9,29.72
"82","BOBBY.RYAN","2010-2011","Regular","R","ANA",82,1648.75,34,25,12,37,71,59,1.24,0.91,0.44,1.35,2.58,2.15,423,15.39,8.04,358,13.03,9.5,270,9.83,12.59,27.97,1.02,7.81,108,3.93,156,122,42,62,34,87,132,39.73,23,33,10,10,26,26.83
"83","BOYD.GORDON","2010-2011","Regular","C","WSH",60,781.56,3,4,2,6,9,7,0.23,0.31,0.15,0.46,0.69,0.54,129,9.9,2.33,101,7.75,2.97,77,5.91,3.9,6.51,0.5,6.44,25,1.92,33,84,10,14,50,416,302,57.94,8,2,-6,0,11,27.15
"84","BRAD.BOYES","2010-2011","Regular","R","BUF/STL",83,1406.87,17,20,18,38,55,37,0.73,0.85,0.77,1.62,2.35,1.58,321,13.69,5.3,248,10.58,6.85,178,7.59,9.55,20.18,0.86,8.14,76,3.24,67,77,29,30,33,136,184,42.5,13,9,-4,18,14,28.38
"85","BRAD.LUKOWICH","2010-2011","Regular","D","DAL",5,51.32,0,0,0,0,0,0,0,0,0,0,0,0,6,7.01,0,4,4.68,0,3,3.51,0,0.05,0.06,1.3,0,0,5,4,0,1,6,0,0,NA,0,1,1,1,1,70.04
"86","BRAD.MARCHAND","2010-2011","Regular","C","BOS",77,1075.63,21,12,8,20,41,33,1.17,0.67,0.45,1.12,2.29,1.84,227,12.66,9.25,185,10.32,11.35,149,8.31,14.09,13.35,0.74,7.22,50,2.79,89,121,39,36,30,8,17,32,23,22,-1,9,14,29.86
"87","BRAD.RICHARDS","2010-2011","Regular","C","DAL",72,1557.64,28,32,17,49,77,60,1.08,1.23,0.65,1.89,2.97,2.31,548,21.11,5.11,394,15.18,7.11,272,10.48,10.29,19.52,0.75,4.95,57,2.2,20,75,73,47,22,501,489,50.61,7,7,0,9,17,39.49
"88","BRAD.RICHARDSON","2010-2011","Regular","R","L.A",68,798.37,7,7,5,12,19,14,0.53,0.53,0.38,0.9,1.43,1.05,190,14.28,3.68,143,10.75,4.9,103,7.74,6.8,9.57,0.72,6.69,35,2.63,84,103,18,28,11,92,89,50.83,18,15,-3,8,14,28.53
"89","BRAD.STAUBITZ","2010-2011","Regular","R","MIN",71,462.4,4,3,2,5,9,7,0.52,0.39,0.26,0.65,1.17,0.91,51,6.62,7.84,41,5.32,9.76,29,3.76,13.79,2.35,0.31,5.74,10,1.3,133,61,7,6,18,0,4,0,39,18,-21,1,5,35.22
