"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"710","STEVEN.STAMKOS","2013-2014","Regular","C","T.B",37,747.35,25,11,4,15,40,36,2.01,0.88,0.32,1.2,3.21,2.89,232,18.63,10.78,182,14.61,13.74,124,9.96,20.16,15.04,1.21,8.27,54,4.34,50,29,13,24,16,260,269,49.15,9,15,6,14,14,29.32
"711","STEVE.OLEKSY","2013-2014","Regular","D","WSH",33,503.57,2,5,3,8,10,7,0.24,0.6,0.36,0.95,1.19,0.83,61,7.27,3.28,38,4.53,5.26,27,3.22,7.41,1,0.12,2.63,1,0.12,46,63,12,8,48,0,0,NA,16,7,-9,1,2,50.53
"712","STEVE.OTT","2013-2014","Regular","C","BUF/STL",82,1493.05,9,13,1,14,23,22,0.36,0.52,0.04,0.56,0.92,0.88,199,8,4.52,162,6.51,5.56,127,5.1,7.09,13.84,0.56,8.54,48,1.93,246,81,28,15,35,494,422,53.93,28,17,-11,12,13,32.29
"713","SVEN.BAERTSCHI","2013-2014","Regular","L","CGY",26,366.87,2,4,5,9,11,6,0.33,0.65,0.82,1.47,1.8,0.98,56,9.16,3.57,40,6.54,5,30,4.91,6.67,3.09,0.5,7.72,8,1.31,22,30,13,9,19,0,0,NA,3,8,5,3,2,25
"714","TANNER.GLASS","2013-2014","Regular","L","PIT",67,787.55,4,5,4,9,13,9,0.3,0.38,0.3,0.69,0.99,0.69,94,7.16,4.26,72,5.49,5.56,56,4.27,7.14,4.12,0.31,5.73,15,1.14,247,93,5,10,57,9,10,47.37,21,17,-4,3,8,32.24
"715","TANNER.PEARSON","2013-2014","Regular","L","L.A",25,269.98,3,2,2,4,7,5,0.67,0.44,0.44,0.89,1.56,1.11,62,13.78,4.84,51,11.33,5.88,31,6.89,9.68,4.24,0.94,8.31,17,3.78,35,36,9,9,9,1,1,50,4,6,2,4,4,28.19
"716","TAYLOR.BECK","2013-2014","Regular","L","NSH",7,89.88,0,0,0,0,0,0,0,0,0,0,0,0,15,10.01,0,13,8.68,0,9,6.01,0,0.85,0.57,6.54,5,3.34,4,10,2,0,5,0,0,NA,3,0,-3,0,1,35.44
"717","TAYLOR.HALL","2013-2014","Regular","L","EDM",75,1491.91,27,25,28,53,80,52,1.09,1.01,1.13,2.13,3.22,2.09,427,17.17,6.32,327,13.15,8.26,250,10.05,10.8,24.11,0.97,7.37,89,3.58,54,161,100,76,41,37,44,45.68,19,23,4,12,19,27.63
"718","TAYLOR.PYATT","2013-2014","Regular","L","NYR/PIT",56,648.18,4,1,0,1,5,5,0.37,0.09,0,0.09,0.46,0.46,92,8.52,4.35,76,7.04,5.26,51,4.72,7.84,5.53,0.51,7.28,19,1.76,70,58,4,12,28,7,6,53.85,10,5,-5,4,1,26.96
"719","TEDDY.PURCELL","2013-2014","Regular","R","T.B",81,1324.87,12,20,10,30,42,32,0.54,0.91,0.45,1.36,1.9,1.45,276,12.5,4.35,223,10.1,5.38,157,7.11,7.64,13.81,0.63,6.19,45,2.04,13,78,40,36,12,4,12,25,9,7,-2,5,12,29.35
"720","TEEMU.SELANNE","2013-2014","Regular","R","ANA",64,899.83,9,10,8,18,27,19,0.6,0.67,0.53,1.2,1.8,1.27,194,12.94,4.64,158,10.54,5.7,111,7.4,8.11,14.22,0.95,9,60,4,15,59,31,16,8,46,60,43.4,5,16,11,7,12,21.29
"721","THOMAS.HICKEY","2013-2014","Regular","D","NYI",82,1542.78,4,8,10,18,22,12,0.16,0.31,0.39,0.7,0.86,0.47,226,8.79,1.77,151,5.87,2.65,96,3.73,4.17,5.75,0.22,3.81,15,0.58,72,155,57,34,132,0,0,NA,16,7,-9,5,7,45.43
"722","THOMAS.VANEK","2013-2014","Regular","L","BUF/MTL/NYI",78,1503.35,27,26,15,41,68,53,1.08,1.04,0.6,1.64,2.71,2.12,424,16.92,6.37,328,13.09,8.23,248,9.9,10.89,30.68,1.22,9.35,134,5.35,30,39,50,31,17,20,26,43.48,25,10,-15,18,21,25.4
"723","TIM.GLEASON","2013-2014","Regular","D","CAR/TOR",56,931.32,1,1,4,5,6,2,0.06,0.06,0.26,0.32,0.39,0.13,80,5.15,1.25,51,3.29,1.96,43,2.77,2.33,1.61,0.1,3.15,3,0.19,156,46,26,9,88,0,0,NA,20,5,-15,2,1,50.06
"724","TIM.JACKMAN","2013-2014","Regular","R","ANA/CGY",36,255.64,4,0,1,1,5,4,0.94,0,0.23,0.23,1.17,0.94,65,15.26,6.15,54,12.67,7.41,46,10.8,8.7,4.09,0.96,7.57,15,3.52,69,41,4,4,4,2,1,66.67,20,5,-15,4,3,27.01
"725","TIM.KENNEDY","2013-2014","Regular","L","ARI",37,435.1,2,4,2,6,8,6,0.28,0.55,0.28,0.83,1.1,0.83,63,8.69,3.17,52,7.17,3.85,42,5.79,4.76,4.59,0.63,8.82,19,2.62,62,64,11,15,21,18,31,36.73,4,5,1,3,3,17.25
"726","TIM.SESTITO","2013-2014","Regular","C","N.J",16,145.47,0,2,1,3,3,2,0,0.82,0.41,1.24,1.24,0.82,19,7.84,0,16,6.6,0,13,5.36,0,1.01,0.42,6.3,3,1.24,24,13,3,1,9,20,27,42.55,1,0,-1,1,0,29.57
"727","TJ.BRODIE","2013-2014","Regular","D","CGY",81,1947.17,4,11,16,27,31,15,0.12,0.34,0.49,0.83,0.96,0.46,255,7.86,1.57,166,5.12,2.41,104,3.2,3.85,8.1,0.25,4.88,22,0.68,58,102,61,48,130,0,0,NA,10,14,4,6,11,41.25
"728","TJ.GALIARDI","2013-2014","Regular","L","CGY",62,906.97,4,9,4,13,17,13,0.26,0.6,0.26,0.86,1.12,0.86,182,12.04,2.2,149,9.86,2.68,100,6.62,4,9.17,0.61,6.15,28,1.85,77,85,16,23,43,62,93,40,9,24,15,2,5,28.57
"729","T.J..OSHIE","2013-2014","Regular","C","STL",79,1496.58,21,26,13,39,60,47,0.84,1.04,0.52,1.56,2.41,1.88,272,10.9,7.72,216,8.66,9.72,152,6.09,13.82,17.76,0.71,8.22,73,2.93,77,108,21,62,54,28,38,42.42,19,29,10,15,13,27.68
"730","TOBIAS.ENSTROM","2013-2014","Regular","D","WPG",82,1946.43,10,7,13,20,30,17,0.31,0.22,0.4,0.62,0.92,0.52,225,6.94,4.44,154,4.75,6.49,106,3.27,9.43,6.4,0.2,4.16,15,0.46,37,165,39,13,142,1,0,100,28,13,-15,5,7,44.52
"731","TODD.BERTUZZI","2013-2014","Regular","R","DET",59,859.75,9,4,3,7,16,13,0.63,0.28,0.21,0.49,1.12,0.91,153,10.68,5.88,132,9.21,6.82,100,6.98,9,11.07,0.77,8.39,43,3,72,32,27,13,14,9,9,50,20,4,-16,6,8,24.12
"732","TOMAS.FLEISCHMANN","2013-2014","Regular","R","FLA",80,1366.95,8,14,6,20,28,22,0.35,0.61,0.26,0.88,1.23,0.97,360,15.8,2.22,261,11.46,3.07,188,8.25,4.26,16.63,0.73,6.37,55,2.41,59,82,26,30,11,5,13,27.78,11,10,-1,12,19,33.33
"733","TOMAS.HERTL","2013-2014","Regular","C","S.J",37,566.16,15,5,5,10,25,20,1.59,0.53,0.53,1.06,2.65,2.12,166,17.59,9.04,133,14.09,11.28,98,10.39,15.31,14.05,1.49,10.56,61,6.46,39,54,18,18,13,29,22,56.86,2,8,6,10,6,20.56
"734","TOMAS.JURCO","2013-2014","Regular","R","DET",36,484.82,8,4,3,7,15,12,0.99,0.5,0.37,0.87,1.86,1.49,129,15.96,6.2,106,13.12,7.55,77,9.53,10.39,7.56,0.94,7.14,24,2.97,67,40,10,8,9,0,0,NA,7,10,3,6,6,25.42
"735","TOMAS.KOPECKY","2013-2014","Regular","R","FLA",49,777.8,4,6,2,8,12,10,0.31,0.46,0.15,0.62,0.93,0.77,151,11.65,2.65,125,9.64,3.2,95,7.33,4.21,8.22,0.63,6.58,28,2.16,31,68,10,17,19,8,21,27.59,8,11,3,10,5,31.56
"736","TOMAS.PLEKANEC","2013-2014","Regular","C","MTL",81,1601.33,20,13,10,23,43,33,0.75,0.49,0.37,0.86,1.61,1.24,373,13.98,5.36,290,10.87,6.9,199,7.46,10.05,17.69,0.66,6.1,61,2.29,44,78,37,38,45,822,891,47.99,18,13,-5,11,30,30.88
"737","TOMAS.TATAR","2013-2014","Regular","C","DET",73,1044.29,19,12,8,20,39,31,1.09,0.69,0.46,1.15,2.24,1.78,279,16.03,6.81,214,12.3,8.88,158,9.08,12.03,16.96,0.97,7.93,61,3.5,81,87,19,41,20,26,26,50,15,17,2,13,17,28.52
"738","TOM.GILBERT","2013-2014","Regular","D","FLA",73,1550.91,3,13,12,25,28,16,0.12,0.5,0.46,0.97,1.08,0.62,213,8.24,1.41,145,5.61,2.07,91,3.52,3.3,5.12,0.2,3.53,6,0.23,59,142,32,16,95,0,0,NA,8,8,0,3,1,47.33
"739","TOMMY.WINGELS","2013-2014","Regular","C","S.J",77,1238.02,16,10,12,22,38,26,0.78,0.48,0.58,1.07,1.84,1.26,277,13.42,5.78,225,10.9,7.11,163,7.9,9.82,18.28,0.89,8.13,73,3.54,218,111,44,26,58,20,36,35.71,15,17,2,11,13,25.3
"740","TOM.PYATT","2013-2014","Regular","C","T.B",27,309.25,3,2,2,4,7,5,0.58,0.39,0.39,0.78,1.36,0.97,49,9.51,6.12,40,7.76,7.5,27,5.24,11.11,2.95,0.57,7.38,12,2.33,11,34,5,2,20,101,92,52.33,2,5,3,3,3,21.69
"741","TOM.SESTITO","2013-2014","Regular","L","VAN",77,497.47,5,1,3,4,9,6,0.6,0.12,0.36,0.48,1.09,0.72,45,5.43,11.11,41,4.95,12.2,31,3.74,16.13,3.32,0.4,8.1,16,1.93,121,46,7,8,12,3,8,27.27,36,13,-23,2,1,28.53
"742","TOM.WILSON","2013-2014","Regular","R","WSH",82,649.88,3,4,3,7,10,7,0.28,0.37,0.28,0.65,0.92,0.65,97,8.96,3.09,82,7.57,3.66,63,5.82,4.76,6.01,0.55,7.33,20,1.85,197,120,10,17,13,0,3,0,35,16,-19,4,7,26.25
"743","TOREY.KRUG","2013-2014","Regular","D","BOS",79,1380.85,14,10,16,26,40,24,0.61,0.43,0.7,1.13,1.74,1.04,390,16.95,3.59,246,10.69,5.69,183,7.95,7.65,9.4,0.41,3.82,22,0.96,50,95,35,24,77,1,1,50,14,12,-2,5,9,45.94
"744","TORREY.MITCHELL","2013-2014","Regular","C","BUF/MIN",67,728.52,2,5,3,8,10,7,0.16,0.41,0.25,0.66,0.82,0.58,97,7.99,2.06,70,5.77,2.86,56,4.61,3.57,4.25,0.35,6.07,11,0.91,60,39,11,13,25,12,19,38.71,11,7,-4,4,6,32.54
"745","TRAVIS.HAMONIC","2013-2014","Regular","D","NYI",69,1718.04,3,7,8,15,18,10,0.1,0.24,0.28,0.52,0.63,0.35,308,10.76,0.97,192,6.71,1.56,134,4.68,2.24,5.48,0.19,2.85,7,0.24,93,90,51,40,132,0,0,NA,20,7,-13,1,8,48.51
"746","TRAVIS.MOEN","2013-2014","Regular","L","MTL",65,748.78,2,5,5,10,12,7,0.16,0.4,0.4,0.8,0.96,0.56,103,8.25,1.94,85,6.81,2.35,56,4.49,3.57,8.35,0.67,9.83,33,2.64,92,69,11,15,54,7,1,87.5,11,14,3,9,4,23.81
"747","TRAVIS.ZAJAC","2013-2014","Regular","C","N.J",80,1622.75,18,17,13,30,48,35,0.67,0.63,0.48,1.11,1.77,1.29,280,10.35,6.43,217,8.02,8.29,166,6.14,10.84,19.23,0.71,8.86,81,2.99,53,113,23,49,25,761,633,54.59,14,11,-3,9,10,23.78
"748","TREVOR.DALEY","2013-2014","Regular","D","DAL",67,1416.89,9,9,7,16,25,18,0.38,0.38,0.3,0.68,1.06,0.76,232,9.82,3.88,163,6.9,5.52,107,4.53,8.41,6.61,0.28,4.06,13,0.55,42,63,21,15,98,0,0,NA,19,3,-16,3,12,42.29
"749","TREVOR.LEWIS","2013-2014","Regular","C","L.A",73,966.13,6,3,2,5,11,9,0.37,0.19,0.12,0.31,0.68,0.56,201,12.48,2.99,168,10.43,3.57,111,6.89,5.41,11.73,0.73,6.98,41,2.55,145,138,18,14,36,127,135,48.47,3,18,15,10,12,28.52
"750","TREVOR.SMITH","2013-2014","Regular","C","TOR",28,290.22,4,3,2,5,9,7,0.83,0.62,0.41,1.03,1.86,1.45,42,8.68,9.52,34,7.03,11.76,24,4.96,16.67,2.01,0.42,5.93,7,1.45,45,37,3,4,16,115,143,44.57,2,3,1,1,3,31.3
"751","TROY.BODIE","2013-2014","Regular","R","TOR",47,413.14,3,3,4,7,10,6,0.44,0.44,0.58,1.02,1.45,0.87,83,12.05,3.61,70,10.17,4.29,50,7.26,6,3.26,0.47,4.65,6,0.87,64,73,7,6,19,2,5,28.57,7,8,1,2,4,32.83
"752","TROY.BROUWER","2013-2014","Regular","R","WSH",82,1539.88,25,7,11,18,43,32,0.97,0.27,0.43,0.7,1.68,1.25,315,12.27,7.94,250,9.74,10,161,6.27,15.53,23.69,0.92,9.48,98,3.82,210,107,22,34,39,223,213,51.15,28,18,-10,10,18,27.56
"753","TUOMO.RUUTU","2013-2014","Regular","C","CAR/N.J",76,1105.62,8,6,10,16,24,14,0.43,0.33,0.54,0.87,1.3,0.76,207,11.23,3.86,160,8.68,5,105,5.7,7.62,13.47,0.73,8.42,54,2.93,216,150,34,32,34,14,23,37.84,21,23,2,8,12,27.12
"754","TYE.MCGINN","2013-2014","Regular","L","PHI",18,201.21,4,1,0,1,5,5,1.19,0.3,0,0.3,1.49,1.49,32,9.54,12.5,24,7.16,16.67,16,4.77,25,2.14,0.64,8.93,9,2.68,26,35,6,4,7,0,0,NA,2,0,-2,3,4,23.99
"755","TYLER.BOZAK","2013-2014","Regular","C","TOR",58,1213.12,19,19,11,30,49,38,0.94,0.94,0.54,1.48,2.42,1.88,159,7.86,11.95,124,6.13,15.32,90,4.45,21.11,11.62,0.57,9.37,43,2.13,62,66,24,49,42,681,718,48.68,7,10,3,13,6,22.2
"756","TYLER.ENNIS","2013-2014","Regular","C","BUF",80,1504.71,21,12,10,22,43,33,0.84,0.48,0.4,0.88,1.71,1.32,347,13.84,6.05,270,10.77,7.78,210,8.37,10,21.62,0.86,8.01,80,3.19,89,99,26,38,53,242,383,38.72,16,14,-2,12,20,24.12
"757","TYLER.JOHNSON","2013-2014","Regular","C","T.B",82,1538.08,24,13,13,26,50,37,0.94,0.51,0.51,1.01,1.95,1.44,313,12.21,7.67,252,9.83,9.52,181,7.06,13.26,18.69,0.73,7.42,75,2.93,55,52,41,23,37,614,661,48.16,12,22,10,15,20,25.9
"758","TYLER.KENNEDY","2013-2014","Regular","C","S.J",67,851.77,4,9,4,13,17,13,0.28,0.63,0.28,0.92,1.2,0.92,270,19.02,1.48,197,13.88,2.03,143,10.07,2.8,10.87,0.77,5.52,30,2.11,54,98,14,36,11,57,79,41.91,13,17,4,5,17,30.04
"759","TYLER.MYERS","2013-2014","Regular","D","BUF",62,1352.67,9,7,6,13,22,16,0.4,0.31,0.27,0.58,0.98,0.71,202,8.96,4.46,145,6.43,6.21,99,4.39,9.09,6.32,0.28,4.36,13,0.58,107,87,41,18,81,0,0,NA,24,9,-15,5,7,43.53
"760","TYLER.PITLICK","2013-2014","Regular","C","EDM",10,89.77,1,0,0,0,1,1,0.67,0,0,0,0.67,0.67,18,12.03,5.56,12,8.02,8.33,9,6.02,11.11,0.45,0.3,3.75,1,0.67,26,14,1,2,4,1,2,33.33,0,0,0,0,0,36.87
"761","TYLER.SEGUIN","2013-2014","Regular","C","DAL",80,1544.41,37,33,14,47,84,70,1.44,1.28,0.54,1.83,3.26,2.72,522,20.28,7.09,417,16.2,8.87,294,11.42,12.59,31.31,1.22,7.51,111,4.31,48,47,60,67,24,281,396,41.51,4,23,19,20,26,27.78
"762","TYLER.TOFFOLI","2013-2014","Regular","C","L.A",62,802.2,12,8,9,17,29,20,0.9,0.6,0.67,1.27,2.17,1.5,236,17.65,5.08,180,13.46,6.67,124,9.27,9.68,10.88,0.81,6.05,31,2.32,57,67,25,23,7,2,7,22.22,4,9,5,10,11,32.79
"763","TYLER.WOTHERSPOON","2013-2014","Regular","D","CGY",14,188.25,0,3,1,4,4,3,0,0.96,0.32,1.27,1.27,0.96,17,5.42,0,7,2.23,0,3,0.96,0,0.11,0.03,1.53,0,0,8,12,4,2,17,0,0,NA,2,0,-2,0,0,59.58
"764","TYSON.BARRIE","2013-2014","Regular","D","COL",64,1179.65,13,11,14,25,38,24,0.66,0.56,0.71,1.27,1.93,1.22,207,10.53,6.28,141,7.17,9.22,101,5.14,12.87,6.98,0.35,4.95,22,1.12,50,97,27,26,57,0,0,NA,10,8,-2,7,5,42.15
"765","TYSON.STRACHAN","2013-2014","Regular","D","WSH",18,311.88,0,0,2,2,2,0,0,0,0.38,0.38,0.38,0,29,5.58,0,16,3.08,0,7,1.35,0,0.59,0.11,3.68,1,0.19,31,28,9,4,30,0,0,NA,5,2,-3,0,0,50.16
"766","VALERI.NICHUSHKIN","2013-2014","Regular","R","DAL",79,1185.91,14,13,7,20,34,27,0.71,0.66,0.35,1.01,1.72,1.37,220,11.13,6.36,179,9.06,7.82,128,6.48,10.94,15.58,0.79,8.7,58,2.93,86,120,59,25,27,0,1,0,4,23,19,7,10,22.14
"767","VALTTERI.FILPPULA","2013-2014","Regular","C","T.B",75,1496.09,25,22,12,34,59,47,1,0.88,0.48,1.36,2.37,1.88,208,8.34,12.02,168,6.74,14.88,131,5.25,19.08,11.78,0.47,7.01,36,1.44,33,104,28,53,33,693,633,52.26,10,24,14,6,13,27.54
"768","VERNON.FIDDLER","2013-2014","Regular","L","DAL",76,1016.94,6,10,7,17,23,16,0.35,0.59,0.41,1,1.36,0.94,182,10.74,3.3,145,8.56,4.14,109,6.43,5.5,7.84,0.46,5.41,25,1.48,45,114,24,21,52,513,469,52.24,15,11,-4,5,4,30.87
"769","VICTOR.BARTLEY","2013-2014","Regular","D","NSH",50,767.75,1,3,2,5,6,4,0.08,0.23,0.16,0.39,0.47,0.31,50,3.91,2,31,2.42,3.23,21,1.64,4.76,0.92,0.07,2.96,2,0.16,81,58,7,14,79,0,0,NA,11,5,-6,1,0,52.87
"770","VICTOR.HEDMAN","2013-2014","Regular","D","T.B",75,1671.12,13,26,16,42,55,39,0.47,0.93,0.57,1.51,1.97,1.4,342,12.28,3.8,242,8.69,5.37,170,6.1,7.65,7.9,0.28,3.27,8,0.29,86,117,44,34,101,0,0,NA,26,6,-20,7,12,46.36
"771","VIKTOR.STALBERG","2013-2014","Regular","L","NSH",70,880.41,8,7,3,10,18,15,0.55,0.48,0.2,0.68,1.23,1.02,199,13.56,4.02,157,10.7,5.1,114,7.77,7.02,9.47,0.65,6.03,33,2.25,55,81,23,32,25,1,2,33.33,18,13,-5,3,6,27.13
"772","VILLE.LEINO","2013-2014","Regular","L","BUF",58,835.42,0,7,8,15,15,7,0,0.5,0.57,1.08,1.08,0.5,82,5.89,0,56,4.02,0,38,2.73,0,5.4,0.39,9.64,20,1.44,26,70,17,23,25,125,162,43.55,5,15,10,7,3,25.6
"773","VINCENT.LECAVALIER","2013-2014","Regular","C","PHI",69,1041.84,20,12,5,17,37,32,1.15,0.69,0.29,0.98,2.13,1.84,240,13.82,8.33,188,10.83,10.64,132,7.6,15.15,14.49,0.83,7.71,51,2.94,77,46,27,16,19,200,248,44.64,8,7,-1,16,4,28.61
"774","VINCENT.TROCHECK","2013-2014","Regular","C","FLA",20,376.77,5,1,2,3,8,6,0.8,0.16,0.32,0.48,1.27,0.96,76,12.1,6.58,61,9.71,8.2,38,6.05,13.16,4.25,0.68,6.97,12,1.91,39,36,8,13,11,166,182,47.7,3,5,2,4,6,27.09
"775","VLADIMIR.SOBOTKA","2013-2014","Regular","C","STL",61,1020.71,9,13,11,24,33,22,0.53,0.76,0.65,1.41,1.94,1.29,225,13.23,4,158,9.29,5.7,102,6,8.82,9.91,0.58,6.27,33,1.94,110,81,8,25,28,503,310,61.87,27,20,-7,5,7,30.96
"776","VLADIMIR.TARASENKO","2013-2014","Regular","R","STL",64,969.2,21,15,7,22,43,36,1.3,0.93,0.43,1.36,2.66,2.23,276,17.09,7.61,215,13.31,9.77,136,8.42,15.44,16.55,1.02,7.7,61,3.78,22,71,20,32,9,2,4,33.33,8,20,12,10,16,27.11
"777","WAYNE.SIMMONDS","2013-2014","Regular","R","PHI",82,1362.33,29,18,13,31,60,47,1.28,0.79,0.57,1.37,2.64,2.07,335,14.75,8.66,262,11.54,11.07,209,9.2,13.88,27.55,1.21,10.51,113,4.98,132,119,27,36,35,1,1,50,28,19,-9,32,16,24.28
"778","WILL.ACTON","2013-2014","Regular","R","EDM",30,244.03,3,1,1,2,5,4,0.74,0.25,0.25,0.49,1.23,0.98,37,9.1,8.11,26,6.39,11.54,18,4.43,16.67,1.97,0.48,7.58,9,2.21,37,23,4,15,14,98,97,50.26,4,4,0,2,2,29.64
"779","WILLIE.MITCHELL","2013-2014","Regular","D","L.A",76,1536.59,1,2,9,11,12,3,0.04,0.08,0.35,0.43,0.47,0.12,177,6.91,0.56,115,4.49,0.87,73,2.85,1.37,3.09,0.12,2.68,4,0.16,102,179,56,10,128,0,0,NA,24,8,-16,1,4,49.84
"780","XAVIER.OUELLET","2013-2014","Regular","D","DET",4,58.29,0,0,0,0,0,0,0,0,0,0,0,0,10,10.29,0,5,5.15,0,4,4.12,0,0.13,0.13,2.54,0,0,7,3,1,0,1,0,0,NA,1,0,-1,0,0,48.42
"781","YANNICK.WEBER","2013-2014","Regular","D","VAN",49,583.36,6,3,1,4,10,9,0.62,0.31,0.1,0.41,1.03,0.93,153,15.74,3.92,110,11.31,5.45,70,7.2,8.57,4.06,0.42,3.69,5,0.51,39,48,9,9,37,0,0,NA,8,2,-6,2,5,47.15
"782","ZAC.DALPE","2013-2014","Regular","C","VAN",55,391.86,4,0,3,3,7,4,0.61,0,0.46,0.46,1.07,0.61,96,14.7,4.17,82,12.56,4.88,52,7.96,7.69,4.78,0.73,5.82,19,2.91,36,43,2,4,9,106,125,45.89,3,4,1,2,5,29.27
"783","ZACH.BOGOSIAN","2013-2014","Regular","D","WPG",55,1253.11,3,5,3,8,11,8,0.14,0.24,0.14,0.38,0.53,0.38,254,12.16,1.18,184,8.81,1.63,134,6.42,2.24,5.67,0.27,3.08,8,0.38,94,51,47,17,75,0,0,NA,15,5,-10,4,14,49.4
"784","ZACH.BOYCHUK","2013-2014","Regular","L","CAR",11,112.02,1,3,0,3,4,4,0.54,1.61,0,1.61,2.14,2.14,23,12.32,4.35,17,9.11,5.88,15,8.03,6.67,1.25,0.67,7.33,5,2.68,17,7,1,4,2,0,1,0,0,2,2,3,0,32.43
"785","ZACH.PARISE","2013-2014","Regular","L","MIN",67,1362.33,29,16,11,27,56,45,1.28,0.7,0.48,1.19,2.47,1.98,378,16.65,7.67,314,13.83,9.24,245,10.79,11.84,30.88,1.36,9.83,121,5.33,70,87,18,46,45,10,14,41.67,14,17,3,30,19,20.9
"786","ZACH.REDMOND","2013-2014","Regular","D","WPG",10,153.33,1,1,1,2,3,2,0.39,0.39,0.39,0.78,1.17,0.78,30,11.74,3.33,18,7.04,5.56,10,3.91,10,0.56,0.22,3.11,0,0,7,11,4,2,11,0,0,NA,0,2,2,0,4,45.53
"787","ZACH.SILL","2013-2014","Regular","C","PIT",20,215.91,0,0,0,0,0,0,0,0,0,0,0,0,27,7.5,0,20,5.56,0,14,3.89,0,0.86,0.24,4.32,2,0.56,57,21,2,4,18,34,56,37.78,3,2,-1,0,0,33.18
"788","ZACK.KASSIAN","2013-2014","Regular","R","VAN",73,943.89,14,10,5,15,29,24,0.89,0.64,0.32,0.95,1.84,1.53,163,10.36,8.59,125,7.95,11.2,91,5.78,15.38,8.29,0.53,6.64,27,1.72,91,61,25,19,6,6,15,28.57,21,13,-8,4,10,27.28
"789","ZACK.SMITH","2013-2014","Regular","C","OTT",82,1273,13,4,5,9,22,17,0.61,0.19,0.24,0.42,1.04,0.8,250,11.78,5.2,205,9.66,6.34,154,7.26,8.44,11.71,0.55,5.71,35,1.65,175,162,39,45,28,680,611,52.67,37,29,-8,8,15,33.39
"790","ZAC.RINALDO","2013-2014","Regular","C","PHI",67,516.27,2,2,0,2,4,4,0.23,0.23,0,0.23,0.46,0.46,110,12.78,1.82,81,9.41,2.47,54,6.28,3.7,3.6,0.42,4.45,7,0.81,231,113,4,8,12,2,1,66.67,33,18,-15,4,5,33.26
"791","ZBYNEK.MICHALEK","2013-2014","Regular","D","ARI",59,1229.28,2,5,3,8,10,7,0.1,0.24,0.15,0.39,0.49,0.34,162,7.91,1.23,104,5.08,1.92,78,3.81,2.56,2.12,0.1,2.04,0,0,55,152,23,27,165,0,0,NA,11,7,-4,3,3,53.52
"792","ZDENO.CHARA","2013-2014","Regular","D","BOS",77,1885.41,17,13,10,23,40,30,0.54,0.41,0.32,0.73,1.27,0.95,341,10.85,4.99,240,7.64,7.08,168,5.35,10.12,11.75,0.37,4.89,36,1.15,163,107,62,20,104,0,0,NA,25,13,-12,12,10,43.48
"793","ZEMGUS.GIRGENSONS","2013-2014","Regular","C","BUF",70,1071.07,8,10,4,14,22,18,0.45,0.56,0.22,0.78,1.23,1.01,191,10.7,4.19,160,8.96,5,115,6.44,6.96,13.04,0.73,8.15,53,2.97,161,118,15,25,43,100,140,41.67,7,18,11,8,15,26.03
"794","ZENON.KONOPKA","2013-2014","Regular","C","BUF/MIN",59,466.13,1,1,1,2,3,2,0.13,0.13,0.13,0.26,0.39,0.26,36,4.63,2.78,31,3.99,3.23,21,2.7,4.76,1.42,0.18,4.59,3,0.39,46,34,1,7,26,345,222,60.85,26,8,-18,0,1,31.84
