"","Player","Season","Season.Type","Position","Team","GP","TOI","G","A1","A2","A","P","P1","G60","A160","A260","A60","P60","P160","iCF","iCF60","iCSh%","iFF","iFF60","iFSh%","iSF","iSF60","iSh%","ixG","ixG60","ixFSh%","iSCF","iSCF60","iHF","iHA","iGVA","iTKA","iBLK","iFOW","iFOL","iFO%","iPENT","iPEND","iPENDIFF","iRB","iRS","Avg.DIST"
"16","ALEX.BURMISTROV","2011-2012","Regular","C","WPG",76,1265.65,13,7,8,15,28,20,0.62,0.33,0.38,0.71,1.33,0.95,231,10.95,5.63,180,8.53,7.22,123,5.83,10.57,14.15,0.67,7.86,53,2.51,118,106,31,42,15,248,316,43.97,21,23,2,9,13,30.32
"17","ALEX.BURROWS","2011-2012","Regular","L","VAN",80,1473.39,28,18,6,24,52,46,1.14,0.73,0.24,0.98,2.12,1.87,341,13.89,8.21,273,11.12,10.26,198,8.06,14.14,23.24,0.95,8.51,96,3.91,87,136,25,39,38,7,13,35,29,24,-5,11,13,24.61
"18","ALEX.EDLER","2011-2012","Regular","D","VAN",82,1947.54,11,16,22,38,49,27,0.34,0.49,0.68,1.17,1.51,0.83,493,15.19,2.23,324,9.98,3.4,228,7.02,4.82,11.77,0.36,3.63,23,0.71,143,228,51,32,145,0,3,0,17,8,-9,10,8,48.28
"19","ALEXEI.EMELIN","2011-2012","Regular","D","MTL",67,1156.07,3,3,1,4,7,6,0.16,0.16,0.05,0.21,0.36,0.31,146,7.58,2.05,87,4.52,3.45,62,3.22,4.84,2.66,0.14,3.05,3,0.16,236,101,46,13,88,0,0,NA,15,20,5,2,6,49.05
"20","ALEXEI.PONIKAROVSKY","2011-2012","Regular","L","CAR/N.J",82,1207.75,14,9,10,19,33,23,0.7,0.45,0.5,0.94,1.64,1.14,275,13.66,5.09,210,10.43,6.67,156,7.75,8.97,18.48,0.92,8.8,75,3.73,143,95,19,33,36,4,8,33.33,17,13,-4,14,13,25.85
"21","ALEX.GIROUX","2011-2012","Regular","L","CBJ",9,109.76,1,0,0,0,1,1,0.55,0,0,0,0.55,0.55,27,14.76,3.7,21,11.48,4.76,18,9.84,5.56,1.55,0.85,7.39,6,3.28,11,7,1,7,0,1,0,100,4,1,-3,0,2,26.15
"22","ALEX.GOLIGOSKI","2011-2012","Regular","D","DAL",71,1611.62,9,13,8,21,30,22,0.34,0.48,0.3,0.78,1.12,0.82,338,12.58,2.66,225,8.38,4,140,5.21,6.43,7.57,0.28,3.37,12,0.45,49,112,46,19,93,0,0,NA,8,9,1,8,7,50.67
"23","ALEX.OVECHKIN","2011-2012","Regular","L","WSH",78,1537.25,38,14,13,27,65,52,1.48,0.55,0.51,1.05,2.54,2.03,610,23.81,6.23,438,17.1,8.68,303,11.83,12.54,26.88,1.05,6.14,95,3.71,215,162,51,34,42,6,9,40,14,26,12,11,36,33.97
"24","ALEX.PICARD","2011-2012","Regular","D/L","PIT",17,223.25,0,2,2,4,4,2,0,0.54,0.54,1.08,1.08,0.54,19,5.11,0,13,3.49,0,10,2.69,0,0.58,0.16,4.44,1,0.27,12,25,3,4,14,0,0,NA,2,2,0,0,1,37.03
"25","ALEX.PIETRANGELO","2011-2012","Regular","D","STL",81,1994.17,12,21,18,39,51,33,0.36,0.63,0.54,1.17,1.53,0.99,460,13.84,2.61,316,9.51,3.8,202,6.08,5.94,12.19,0.37,3.86,27,0.81,90,143,37,47,133,0,0,NA,12,8,-4,7,15,46.09
"26","ALEX.RADULOV","2011-2012","Regular","R","NSH",9,173.24,3,3,1,4,7,6,1.04,1.04,0.35,1.39,2.42,2.08,35,12.12,8.57,28,9.7,10.71,21,7.27,14.29,2.55,0.88,9.11,12,4.16,5,9,4,5,5,0,0,NA,2,1,-1,2,2,22.57
"27","ALEX.SEMIN","2011-2012","Regular","L","WSH",77,1287.72,21,22,11,33,54,43,0.98,1.03,0.51,1.54,2.52,2,394,18.36,5.33,281,13.09,7.47,183,8.53,11.48,16.96,0.79,6.03,55,2.56,31,83,39,52,19,1,10,9.09,25,16,-9,6,20,32.13
"28","ALEX.STEEN","2011-2012","Regular","C","STL",43,820.62,15,8,5,13,28,23,1.1,0.58,0.37,0.95,2.05,1.68,278,20.33,5.4,191,13.97,7.85,134,9.8,11.19,12.6,0.92,6.59,34,2.49,24,67,14,22,29,52,42,55.32,14,15,1,12,16,32.34
"29","ALEX.SULZER","2011-2012","Regular","D","BUF/VAN",27,481.74,3,3,3,6,9,6,0.37,0.37,0.37,0.75,1.12,0.75,79,9.84,3.8,47,5.85,6.38,33,4.11,9.09,1.92,0.24,4.08,4,0.5,17,58,9,4,38,0,0,NA,4,3,-1,2,5,44.37
"30","ALEX.TANGUAY","2011-2012","Regular","L","CGY",64,1209.78,13,25,11,36,49,38,0.64,1.24,0.55,1.79,2.43,1.88,160,7.94,8.12,122,6.05,10.66,84,4.17,15.48,11.1,0.55,9.1,47,2.33,22,48,54,35,47,25,42,37.31,14,13,-1,5,14,25.93
"31","ALEX.URBOM","2011-2012","Regular","D","N.J",5,67.95,1,0,0,0,1,1,0.88,0,0,0,0.88,0.88,5,4.42,20,5,4.42,20,3,2.65,33.33,0.19,0.17,3.75,1,0.88,5,3,4,0,2,0,0,NA,2,0,-2,0,0,42.14
"32","ANDREAS.ENGQVIST","2011-2012","Regular","C","MTL",12,79.15,0,0,0,0,0,0,0,0,0,0,0,0,11,8.34,0,8,6.06,0,3,2.27,0,0.42,0.32,5.3,1,0.76,9,5,1,0,5,24,36,40,2,0,-2,1,0,30.52
"33","ANDREAS.LILJA","2011-2012","Regular","D","PHI",46,631.85,0,3,3,6,6,3,0,0.28,0.28,0.57,0.57,0.28,55,5.22,0,44,4.18,0,35,3.32,0,0.95,0.09,2.16,0,0,61,54,17,8,72,0,0,NA,17,5,-12,1,4,53.04
"34","ANDREAS.NODL","2011-2012","Regular","R","CAR/PHI",60,701.71,3,4,1,5,8,7,0.26,0.34,0.09,0.43,0.68,0.6,129,11.03,2.33,103,8.81,2.91,66,5.64,4.55,7.39,0.63,7.18,28,2.39,68,63,12,22,17,3,5,37.5,5,3,-2,5,12,30.84
"35","ANDREI.KOSTITSYN","2011-2012","Regular","L","MTL/NSH",72,1087.19,16,10,10,20,36,26,0.88,0.55,0.55,1.1,1.99,1.43,236,13.02,6.78,166,9.16,9.64,122,6.73,13.11,12.58,0.69,7.58,51,2.81,112,83,37,23,9,3,14,17.65,14,12,-2,5,24,28
"36","ANDREI.LOKTIONOV","2011-2012","Regular","C","L.A",39,488.4,3,4,0,4,7,7,0.37,0.49,0,0.49,0.86,0.86,112,13.76,2.68,77,9.46,3.9,60,7.37,5,3.94,0.48,5.12,11,1.35,7,33,22,14,6,64,85,42.95,2,5,3,1,3,32.39
"37","ANDREI.MARKOV","2011-2012","Regular","D","MTL",13,233.76,0,2,1,3,3,2,0,0.51,0.26,0.77,0.77,0.51,38,9.75,0,22,5.65,0,17,4.36,0,0.87,0.22,3.94,3,0.77,7,4,1,2,7,0,0,NA,2,1,-1,0,1,48.81
"38","ANDREJ.MESZAROS","2011-2012","Regular","D","PHI",62,1268.34,7,11,7,18,25,18,0.33,0.52,0.33,0.85,1.18,0.85,239,11.31,2.93,156,7.38,4.49,114,5.39,6.14,5.78,0.27,3.7,13,0.61,144,82,30,21,88,0,0,NA,19,10,-9,3,7,45.49
"39","ANDREJ.SEKERA","2011-2012","Regular","D","BUF",69,1348.75,3,4,6,10,13,7,0.13,0.18,0.27,0.44,0.58,0.31,185,8.23,1.62,125,5.56,2.4,88,3.91,3.41,4.66,0.21,3.73,10,0.44,56,116,30,25,93,0,1,0,9,9,0,1,3,44.7
"40","ANDREW.ALBERTS","2011-2012","Regular","D","VAN",44,628.91,2,0,1,1,3,2,0.19,0,0.1,0.1,0.29,0.19,61,5.82,3.28,30,2.86,6.67,19,1.81,10.53,0.73,0.07,2.43,1,0.1,91,73,16,13,39,0,0,NA,15,6,-9,1,1,51.87
"41","ANDREW.BRUNETTE","2011-2012","Regular","L","CHI",78,1055.15,12,11,4,15,27,23,0.68,0.63,0.23,0.85,1.54,1.31,116,6.6,10.34,100,5.69,12,75,4.26,16,11.2,0.64,11.2,49,2.79,21,105,15,16,15,7,7,50,3,5,2,10,1,17.27
"42","ANDREW.COGLIANO","2011-2012","Regular","C","ANA",82,1204.13,13,9,4,13,26,22,0.65,0.45,0.2,0.65,1.3,1.1,207,10.31,6.28,157,7.82,8.28,115,5.73,11.3,9.97,0.5,6.35,37,1.84,88,67,32,32,43,162,224,41.97,6,13,7,4,9,28.87
"43","ANDREW.DESJARDINS","2011-2012","Regular","C","S.J",76,727.9,4,9,4,13,17,13,0.33,0.74,0.33,1.07,1.4,1.07,132,10.88,3.03,107,8.82,3.74,80,6.59,5,5.12,0.42,4.79,13,1.07,93,117,25,37,49,192,170,53.04,14,9,-5,5,2,31.74
"44","ANDREW.EBBETT","2011-2012","Regular","C","VAN",18,172.93,5,0,1,1,6,5,1.73,0,0.35,0.35,2.08,1.73,39,13.53,12.82,36,12.49,13.89,27,9.37,18.52,3.23,1.12,8.97,13,4.51,15,20,3,4,9,15,13,53.57,3,1,-2,3,0,26.45
"45","ANDREW.FERENCE","2011-2012","Regular","D","BOS",72,1353.68,6,7,11,18,24,13,0.27,0.31,0.49,0.8,1.06,0.58,231,10.24,2.6,156,6.91,3.85,107,4.74,5.61,4.11,0.18,2.64,5,0.22,68,117,38,7,81,1,0,100,13,13,0,4,6,50.79
"46","ANDREW.GORDON","2011-2012","Regular","R","ANA",37,401.5,2,2,1,3,5,4,0.3,0.3,0.15,0.45,0.75,0.6,73,10.91,2.74,58,8.67,3.45,38,5.68,5.26,3.6,0.54,6.2,11,1.64,48,36,7,8,17,0,5,0,2,6,4,1,4,27.67
"47","ANDREW.LADD","2011-2012","Regular","L","WPG",82,1591.1,28,13,9,22,50,41,1.06,0.49,0.34,0.83,1.89,1.55,431,16.25,6.5,351,13.24,7.98,265,9.99,10.57,31.3,1.18,8.92,130,4.9,76,126,43,40,24,32,27,54.24,22,16,-6,25,23,27.78
"48","ANDREW.MACDONALD","2011-2012","Regular","D","NYI",75,1748.39,5,2,12,14,19,7,0.17,0.07,0.41,0.48,0.65,0.24,202,6.93,2.48,112,3.84,4.46,71,2.44,7.04,4.89,0.17,4.36,12,0.41,48,136,56,50,185,0,0,NA,13,16,3,4,10,46.78
"49","ANDREW.MURRAY","2011-2012","Regular","C","S.J",39,299.61,1,2,1,3,4,3,0.2,0.4,0.2,0.6,0.8,0.6,52,10.41,1.92,45,9.01,2.22,33,6.61,3.03,2.35,0.47,5.23,5,1,66,47,4,6,8,5,10,33.33,2,4,2,0,3,35.43
"50","ANDREW.SHAW","2011-2012","Regular","C","CHI",37,562.01,12,8,3,11,23,20,1.28,0.85,0.32,1.17,2.46,2.14,130,13.88,9.23,99,10.57,12.12,74,7.9,16.22,8.97,0.96,9.06,37,3.95,82,89,5,16,21,41,47,46.59,13,16,3,6,2,23.09
"51","ANDY.GREENE","2011-2012","Regular","D","N.J",56,1085.25,1,7,8,15,16,8,0.06,0.39,0.44,0.83,0.88,0.44,118,6.52,0.85,85,4.7,1.18,53,2.93,1.89,2.73,0.15,3.21,5,0.28,35,87,15,15,96,0,0,NA,8,6,-2,0,0,43.76
"52","ANDY.MCDONALD","2011-2012","Regular","C","STL",25,460.82,10,5,7,12,22,15,1.3,0.65,0.91,1.56,2.86,1.95,108,14.06,9.26,85,11.07,11.76,64,8.33,15.62,8.09,1.05,9.52,30,3.91,3,32,12,11,5,66,50,56.9,1,7,6,8,6,22.94
"53","ANDY.MIELE","2011-2012","Regular","C","ARI",7,62.61,0,0,0,0,0,0,0,0,0,0,0,0,7,6.71,0,5,4.79,0,4,3.83,0,0.47,0.45,9.33,2,1.92,11,11,2,0,0,7,21,25,3,0,-3,1,0,30.43
"54","ANDY.SUTTON","2011-2012","Regular","D","EDM",52,867.68,3,3,4,7,10,6,0.21,0.21,0.28,0.48,0.69,0.41,78,5.39,3.85,56,3.87,5.36,41,2.84,7.32,2.15,0.15,3.83,4,0.28,112,64,49,14,95,0,0,NA,30,2,-28,2,2,44.97
"55","ANTHONY.STEWART","2011-2012","Regular","C","CAR",77,625.39,9,5,6,11,20,14,0.86,0.48,0.58,1.06,1.92,1.34,105,10.07,8.57,87,8.35,10.34,64,6.14,14.06,6.8,0.65,7.81,26,2.49,92,42,13,15,15,3,14,17.65,6,8,2,5,7,26.46
"56","ANTOINE.VERMETTE","2011-2012","Regular","C","ARI/CBJ",82,1409.54,11,17,9,26,37,28,0.47,0.72,0.38,1.11,1.57,1.19,254,10.81,4.33,212,9.02,5.19,149,6.34,7.38,17.27,0.74,8.14,66,2.81,124,80,34,44,48,645,495,56.58,13,19,6,17,16,27.53
"57","ANTON.BABCHUK","2011-2012","Regular","D","CGY",32,460.03,2,5,3,8,10,7,0.26,0.65,0.39,1.04,1.3,0.91,124,16.17,1.61,74,9.65,2.7,48,6.26,4.17,2.17,0.28,2.93,2,0.26,17,21,12,9,48,0,0,NA,3,1,-2,0,3,56.26
"58","ANTON.LANDER","2011-2012","Regular","C","EDM",56,593.74,2,0,4,4,6,2,0.2,0,0.4,0.4,0.61,0.2,84,8.49,2.38,68,6.87,2.94,54,5.46,3.7,5.07,0.51,7.46,21,2.12,32,38,14,15,12,149,195,43.31,6,4,-2,1,4,29.68
"59","ANTON.STRALMAN","2011-2012","Regular","D","NYR",53,905.07,2,8,8,16,18,10,0.13,0.53,0.53,1.06,1.19,0.66,110,7.29,1.82,73,4.84,2.74,55,3.65,3.64,3.64,0.24,4.98,12,0.8,76,78,12,11,71,0,0,NA,9,3,-6,2,7,40.3
"60","ANTON.VOLCHENKOV","2011-2012","Regular","D","N.J",72,1287.51,2,4,5,9,11,6,0.09,0.19,0.23,0.42,0.51,0.28,147,6.85,1.36,92,4.29,2.17,63,2.94,3.17,2.9,0.14,3.15,4,0.19,177,157,15,14,125,0,0,NA,18,9,-9,2,5,46.19
"61","ANTTI.MIETTINEN","2011-2012","Regular","R","WPG",45,525.5,5,4,4,8,13,9,0.57,0.46,0.46,0.91,1.48,1.03,104,11.87,4.81,78,8.91,6.41,58,6.62,8.62,6.38,0.73,8.18,20,2.28,38,34,5,7,11,9,12,42.86,0,2,2,11,5,29.93
"62","ANZE.KOPITAR","2011-2012","Regular","C","L.A",82,1746.67,25,24,27,51,76,49,0.86,0.82,0.93,1.75,2.61,1.68,418,14.36,5.98,333,11.44,7.51,230,7.9,10.87,25.08,0.86,7.53,79,2.71,72,147,56,76,53,763,655,53.81,10,18,8,21,21,27.35
"63","ARRON.ASHAM","2011-2012","Regular","R","PIT",64,590.65,5,9,2,11,16,14,0.51,0.91,0.2,1.12,1.63,1.42,92,9.35,5.43,68,6.91,7.35,49,4.98,10.2,4.15,0.42,6.1,13,1.32,95,40,3,13,8,6,5,54.55,18,15,-3,3,1,32.42
"64","ARTEM.ANISIMOV","2011-2012","Regular","C","NYR",79,1214.48,16,12,8,20,36,28,0.79,0.59,0.4,0.99,1.78,1.38,254,12.55,6.3,193,9.53,8.29,132,6.52,12.12,16.36,0.81,8.47,65,3.21,75,134,14,37,46,161,184,46.67,10,12,2,4,10,22.93
"65","ARTURS.KULDA","2011-2012","Regular","D","WPG",9,97.82,0,0,0,0,0,0,0,0,0,0,0,0,14,8.59,0,11,6.75,0,8,4.91,0,0.32,0.2,2.92,1,0.61,13,10,3,0,8,0,0,NA,2,2,0,0,1,58.54
"66","BARRET.JACKMAN","2011-2012","Regular","D","STL",81,1663.94,1,5,7,12,13,6,0.04,0.18,0.25,0.43,0.47,0.22,180,6.49,0.56,120,4.33,0.83,82,2.96,1.22,3.51,0.13,2.93,5,0.18,106,88,31,22,153,0,0,NA,22,17,-5,5,5,49.96
"67","BEN.EAGER","2011-2012","Regular","L","EDM",63,538.01,8,4,1,5,13,12,0.89,0.45,0.11,0.56,1.45,1.34,121,13.49,6.61,94,10.48,8.51,69,7.7,11.59,7.02,0.78,7.47,25,2.79,73,32,17,13,17,0,2,0,28,9,-19,6,8,30.23
"68","BEN.LOVEJOY","2011-2012","Regular","D","PIT",34,450.6,1,2,2,4,5,3,0.13,0.27,0.27,0.53,0.67,0.4,100,13.32,1,66,8.79,1.52,48,6.39,2.08,1.79,0.24,2.71,1,0.13,30,63,8,1,37,0,0,NA,5,2,-3,0,5,49.2
"69","BEN.MAXWELL","2011-2012","Regular","C","ANA/WPG",15,100.95,1,4,1,5,6,5,0.59,2.38,0.59,2.97,3.57,2.97,15,8.92,6.67,11,6.54,9.09,10,5.94,10,0.77,0.46,7,4,2.38,11,12,1,0,6,26,33,44.07,1,2,1,0,0,22.44
"70","BENN.FERRIERO","2011-2012","Regular","C/R","S.J",35,421.9,7,0,1,1,8,7,1,0,0.14,0.14,1.14,1,108,15.36,6.48,83,11.8,8.43,68,9.67,10.29,6.27,0.89,7.55,20,2.84,43,33,3,9,13,3,9,25,5,3,-2,9,2,28.22
"71","BENOIT.POULIOT","2011-2012","Regular","L","BOS",74,902.93,16,9,7,16,32,25,1.06,0.6,0.47,1.06,2.13,1.66,174,11.56,9.2,148,9.83,10.81,107,7.11,14.95,11.45,0.76,7.74,44,2.92,97,64,8,37,14,8,10,44.44,14,13,-1,7,10,28.26
"72","BEN.SMITH","2011-2012","Regular","R","CHI",13,127.57,2,0,0,0,2,2,0.94,0,0,0,0.94,0.94,24,11.29,8.33,20,9.41,10,18,8.47,11.11,1.52,0.72,7.6,7,3.29,6,17,1,3,5,7,7,50,0,0,0,1,1,25.38
"73","BILL.THOMAS","2011-2012","Regular","R","FLA",7,61.68,1,0,0,0,1,1,0.97,0,0,0,0.97,0.97,17,16.54,5.88,11,10.7,9.09,9,8.75,11.11,0.45,0.43,4.06,2,1.95,10,11,0,1,1,0,3,0,0,0,0,0,2,38.81
"74","B.J..CROMBEEN","2011-2012","Regular","R","STL",40,332.02,1,2,0,2,3,3,0.18,0.36,0,0.36,0.54,0.54,83,15,1.2,64,11.57,1.56,50,9.04,2,3.38,0.61,5.28,10,1.81,22,34,2,3,2,3,9,25,17,9,-8,1,7,30.17
"75","BLAIR.JONES","2011-2012","Regular","C","CGY/T.B",43,488.16,3,3,2,5,8,6,0.37,0.37,0.25,0.61,0.98,0.74,90,11.06,3.33,74,9.1,4.05,58,7.13,5.17,6.09,0.75,8.23,25,3.07,49,53,13,18,29,128,174,42.38,9,9,0,2,7,26.22
"76","BLAKE.COMEAU","2011-2012","Regular","L","CGY/NYI",74,1140.72,5,5,5,10,15,10,0.26,0.26,0.26,0.53,0.79,0.53,283,14.89,1.77,188,9.89,2.66,137,7.21,3.65,10.24,0.54,5.45,32,1.68,144,71,33,37,22,29,62,31.87,15,12,-3,5,12,32.93
"77","BLAKE.GEOFFRION","2011-2012","Regular","C","MTL/NSH",35,387.21,2,2,1,3,5,4,0.31,0.31,0.15,0.46,0.77,0.62,65,10.07,3.08,42,6.51,4.76,29,4.49,6.9,2.44,0.38,5.81,6,0.93,40,44,9,13,13,68,77,46.9,12,5,-7,1,5,29.04
"78","BLAKE.WHEELER","2011-2012","Regular","R","WPG",80,1519.93,17,31,16,47,64,48,0.67,1.22,0.63,1.86,2.53,1.89,371,14.65,4.58,310,12.24,5.48,208,8.21,8.17,23.48,0.93,7.58,82,3.24,113,144,33,50,46,4,6,40,25,23,-2,13,16,26.17
"79","BOBBY.BUTLER","2011-2012","Regular","R","OTT",56,642.46,6,4,6,10,16,10,0.56,0.37,0.56,0.93,1.49,0.93,161,15.04,3.73,122,11.39,4.92,86,8.03,6.98,7.18,0.67,5.88,28,2.61,34,57,18,26,13,3,0,100,9,7,-2,6,7,31.45
"80","BOBBY.RYAN","2011-2012","Regular","R","ANA",82,1499.18,31,20,6,26,57,51,1.24,0.8,0.24,1.04,2.28,2.04,374,14.97,8.29,299,11.97,10.37,204,8.16,15.2,23.4,0.94,7.83,96,3.84,113,141,49,35,24,20,49,28.99,19,26,7,11,26,25.6
"81","BOYD.GORDON","2011-2012","Regular","C","ARI",75,1194.32,8,8,7,15,23,16,0.4,0.4,0.35,0.75,1.16,0.8,171,8.59,4.68,137,6.88,5.84,114,5.73,7.02,10.77,0.54,7.86,42,2.11,48,159,10,28,86,669,508,56.84,5,8,3,11,7,22.45
"82","BRAD.BOYES","2011-2012","Regular","R","BUF",65,849.84,8,10,5,15,23,18,0.56,0.71,0.35,1.06,1.62,1.27,170,12,4.71,137,9.67,5.84,100,7.06,8,10.19,0.72,7.44,38,2.68,29,56,26,18,24,126,141,47.19,3,5,2,7,6,30.06
"83","BRAD.MALONE","2011-2012","Regular","C","COL",9,90.4,0,2,0,2,2,2,0,1.33,0,1.33,1.33,1.33,12,7.96,0,10,6.64,0,6,3.98,0,0.46,0.3,4.58,2,1.33,13,6,1,7,1,1,7,12.5,0,3,3,0,0,32.26
"84","BRAD.MARCHAND","2011-2012","Regular","C","BOS",76,1334.83,28,13,14,27,55,41,1.26,0.58,0.63,1.21,2.47,1.84,274,12.32,10.22,217,9.75,12.9,167,7.51,16.77,17.68,0.79,8.15,71,3.19,72,119,41,40,21,5,4,55.56,21,21,0,8,10,25.81
"85","BRAD.MILLS","2011-2012","Regular","C","N.J",24,167.61,0,0,1,1,1,0,0,0,0.36,0.36,0.36,0,27,9.67,0,23,8.23,0,16,5.73,0,1.39,0.5,6.03,4,1.43,34,25,0,3,3,65,42,60.75,6,4,-2,2,2,30.62
"86","BRAD.RICHARDS","2011-2012","Regular","C","NYR",82,1657.44,25,21,20,41,66,46,0.91,0.76,0.72,1.48,2.39,1.67,428,15.49,5.84,324,11.73,7.72,229,8.29,10.92,24.8,0.9,7.66,85,3.08,51,80,46,47,49,682,634,51.82,11,11,0,8,22,31
"87","BRAD.RICHARDSON","2011-2012","Regular","R","L.A",59,758.17,5,2,1,3,8,7,0.4,0.16,0.08,0.24,0.63,0.55,187,14.8,2.67,138,10.92,3.62,98,7.76,5.1,10.25,0.81,7.43,36,2.85,65,98,13,20,15,33,23,58.93,15,19,4,14,8,23.61
"88","BRAD.STAUBITZ","2011-2012","Regular","R","MIN/MTL",62,404.5,1,0,0,0,1,1,0.15,0,0,0,0.15,0.15,55,8.16,1.82,41,6.08,2.44,27,4,3.7,2.61,0.39,6.38,10,1.48,96,64,5,7,20,3,3,50,30,16,-14,0,3,25.98
"89","BRAD.STUART","2011-2012","Regular","D","DET",81,1698.28,6,6,9,15,21,12,0.21,0.21,0.32,0.53,0.74,0.42,210,7.42,2.86,140,4.95,4.29,96,3.39,6.25,4.3,0.15,3.07,6,0.21,177,139,27,22,115,0,0,NA,11,11,0,3,8,50.09
"90","BRAD.WINCHESTER","2011-2012","Regular","L","S.J",67,523.05,6,3,1,4,10,9,0.69,0.34,0.11,0.46,1.15,1.03,111,12.73,5.41,90,10.32,6.67,72,8.26,8.33,6.19,0.71,6.88,19,2.18,78,62,13,13,13,20,13,60.61,20,9,-11,7,5,23.5
